,country,population,gdp,# projects,gdp per capita,# projects per capita
82,my,20689060.0,100855393910.486,9,4874.817604593249,4.3501251385998206e-07
83,sd,23862260.0,9018303128.0189,8,377.93164302203144,3.3525743160957933e-07
84,sg,3651905.0,96293097894.9194,8,26367.908774987136,2.190637489200842e-06
85,sy,14708883.0,61546280623.608,8,4184.293302462736,5.438890227082505e-07
86,al,3271336.0,3199640825.62258,8,978.0838243526742,2.44548404688482e-06
87,ci,14810945.0,18071152820.9832,8,1220.1215264105836,5.401410916048908e-07
88,ga,1150602.0,5694039999.86528,8,4948.748568023765,6.952882056523455e-06
89,gt,10632295.0,15674835615.3139,7,1474.266432159181,6.583714992859021e-07
90,am,3298903.0,1596968946.23708,7,484.0909072613169,2.1219174980288903e-06
91,do,8012315.0,18241622255.7141,7,2276.6980898422116,8.736551171540311e-07
92,gm,1279066.0,848239405.565637,6,663.1709431457306,4.690922907809292e-06
93,gn,7683120.0,3868968366.14337,6,503.5673484396144,7.809327460719083e-07
94,lk,18322504.0,13897738375.2488,6,758.506499725627,3.27466158555621e-07
95,tg,4445892.0,1991429217.6411,6,447.9256845737818,1.3495604481620337e-06
96,mw,10310525.0,3319573821.89376,6,321.95972774361735,5.81929630159473e-07
97,ge,4761277.0,3095047603.8083,6,650.045692323362,1.2601661277006147e-06
98,ni,4812391.0,4308351902.78601,6,895.2622309338559,1.2467814855442959e-06
99,pg,4785908.0,5155311077.38998,5,1077.185578450313,1.0447338310723901e-06
100,bw,1582175.0,4847757703.86629,5,3063.9832533482645,3.1602066775167094e-06
101,sv,5797142.0,9586327800.0,5,1653.6299783583013,8.624939668547018e-07
102,bd,119876872.0,46438484107.5795,5,387.3848502451707,4.1709463356701534e-08
103,gy,753577.0,705406001.424501,4,936.0768726016066,5.308017627926543e-06
104,tm,4301092.0,2378759975.44506,4,553.0595428893546,9.299963823140728e-07
105,li,31361.0,2500000000.0,4,79716.84576384681,0.0001275469532221549
106,mg,14317462.0,4931861036.68369,4,344.4647547647544,2.7937912459624476e-07
107,az,7949107.0,3176507991.73964,3,399.60564019828144,3.774008828916254e-07
108,mk,1994230.0,4642021256.30689,3,2327.726118003886,1.504340020960471e-06
109,hn,5976553.0,5215028986.48649,3,872.5814004303969,5.019615822029855e-07
110,ne,10149939.0,2405686938.76483,3,237.01491592854205,2.9556827878472964e-07
111,tt,1313442.0,5759570495.96598,3,4385.09694068408,2.2840749724768966e-06
112,kr,45660164.0,610169556840.077,2,13363.280010121669,4.380185756669643e-08
113,ao,14383352.0,7526963963.96396,2,523.3108363032455,1.390496457293126e-07
114,fj,796542.0,2128696643.62574,2,2672.422350140658,2.5108531627961865e-06
115,jm,2532895.0,7393891854.4065,2,2919.1466106595417,7.89610307572955e-07
116,la,5043920.0,1873671550.34636,2,371.471306116346,3.9651699471839364e-07
117,np,22783972.0,4521580381.47139,2,198.45443900086383,8.778100675334398e-08
118,mr,2428830.0,2132087061.08121,2,877.8247391053346,8.234417394383304e-07
119,py,4711656.0,9788391780.52421,2,2077.4843877660446,4.244792064615923e-07
120,gw,1140610.0,270419779.418107,2,237.08347236838793,1.753447716572711e-06
121,td,7200292.0,1607345354.92671,1,223.23335705367364,1.3888325640126816e-07
122,pa,2771607.0,9870494000.0,1,3561.289172671306,3.6080151334586757e-07
123,sa,19410278.0,158662377388.989,1,8174.142451179165,5.151909725352723e-08
124,sb,386084.0,510586382.467644,1,1322.4748564241045,2.5901099242651857e-06
125,vu,174725.0,261370044.486614,1,1495.8938016117556,5.723279439118615e-06
126,ba,3907749.0,2786045321.63743,1,712.9540105153709,2.5590179921996013e-07
127,mm,43423376.0,5759624742.26804,1,132.63880593411346,2.302907079357441e-08
128,hr,4758624.0,24147539209.8502,1,5074.479347359699,2.101447813485579e-07
129,nc,204101.0,3606968436.36758,1,17672.468220966974,4.899535034125262e-06
130,cv,421018.0,501979271.869894,1,1192.2988372703637,2.375195359818345e-06
131,er,2264083.0,693535954.190067,1,306.3209052804456,4.4167992074495504e-07
132,sr,443840.0,861372046.454058,1,1940.7264925515008,2.253064167267484e-06
133,kh,11182613.0,3506695719.57259,1,313.58464426629,8.942453789646481e-08
134,sl,4347381.0,941742152.709895,1,216.62287080656031,2.3002354751055866e-07
135,ls,1955102.0,946112456.168268,1,483.9197423808415,5.114822653754127e-07
136,tj,6035605.0,1043654822.33503,1,172.9163559137866,1.6568347332206134e-07
