,country,population,gdp,# projects,gdp per capita,# projects per capita
126,sl,4584074.0,635874002.198748,2,138.71372979553732,4.3629313139360316e-07
127,bb,264663.0,3059500000.0,1,11559.983828491328,3.778389876937842e-06
128,ir,65544380.0,109591707802.216,1,1672.0229530314575,1.525683819116147e-08
129,to,102620.0,204848436.577021,1,1996.1843361627461,9.744689144416293e-06
130,tj,6273001.0,860541842.263697,1,137.1818436285435,1.594133334268558e-07
131,cg,3134034.0,3227927697.43665,1,1029.9593742239713,3.190775849911009e-07
132,sc,80073.0,654212432.437162,1,8170.200097875214,1.2488604148714298e-05
133,cv,458258.0,539227277.626411,1,1176.6892833871116,2.182176852340821e-06
134,ga,1272941.0,5080483628.30574,1,3991.1383389377356,7.855823639901614e-07
135,me,633330.0,984292969.877649,1,1554.154974306679,1.5789556787140985e-06
136,ad,66116.0,1429048105.66618,1,21614.255334051966,1.512493193780628e-05
