,country,population,gdp,# projects,gdp per capita,# projects per capita
59,sn,15157793.0,20996562958.501,60,1385.1992145888917,3.958359901075308e-06
60,ug,40127096.0,30744473839.7439,60,766.1773939420859,1.495248995840616e-06
61,by,9707874.0,54725311690.0478,59,5637.208691629887,6.0775407674224035e-06
62,eg,101789384.0,248362771739.13,59,2439.9673323411603,5.796282252774023e-07
63,et,108197944.0,84269196152.0333,55,778.8428600088122,5.083275889235012e-07
64,al,2879361.0,13019726211.7369,52,4521.74152936603,1.80595625209899e-05
65,th,70898208.0,456356812774.563,49,6436.789104381354,6.911317137945151e-07
66,tz,56267040.0,53275968094.8533,49,946.8414918370204,8.708473024349602e-07
67,am,2851929.0,11527458712.6187,45,4041.9865686062662,1.5778793932107005e-05
68,my,31975812.0,319109103242.055,43,9979.702884231838,1.3447664753595624e-06
69,vn,94033048.0,281353626107.245,42,2992.07174595941,4.4665147938201473e-07
70,id,264498848.0,1015618744168.15,37,3839.7851327055687,1.3988718771281756e-07
71,pe,31605488.0,211007952315.888,37,6676.30736522366,1.1706827624367008e-06
72,fo,50259.0,3188601035.1907,33,63443.38397482441,0.0006565988181221273
73,uy,3422205.0,65006047680.3225,33,18995.369266400612,9.642905670466848e-06
74,bf,19835860.0,14106955625.3571,32,711.1844722314586,1.6132398595271392e-06
75,ng,193495904.0,375745732274.676,31,1941.8795153135438,1.60210109667231e-07
76,lb,6109255.0,53027680685.8375,31,8679.893159777665,5.074268466449673e-06
77,hk,7461508.0,341273289534.466,31,45737.84408385892,4.154656136534331e-06
78,ec,16696947.0,104295862000.0,29,6246.403129865597,1.7368444662368516e-06
79,sg,5764489.0,343272878686.388,29,59549.576499562754,5.0308015159713205e-06
80,cr,4993849.0,60516044623.4876,25,12118.116631777933,5.00615857628054e-06
81,dz,41136548.0,170096989042.831,23,4134.935897947271,5.591135162824066e-07
82,az,10071569.0,40866632047.8414,21,4057.6232012947935,2.085077310198639e-06
83,cu,11336405.0,96851000000.0,21,8543.360968490451,1.8524391109880072e-06
84,pk,216379648.0,339205536454.445,20,1567.6406704129818,9.24301346492624e-08
85,jo,10215384.0,41608435915.493,19,4073.115206975381,1.8599398710807151e-06
86,cm,24393182.0,36098547058.7877,19,1479.862162254506,7.789061714047802e-07
87,mz,28569448.0,13219079497.7055,18,462.69985677376405,6.300436746275251e-07
88,ir,84505080.0,486630147094.69,18,5758.590455090865,2.1300494597484554e-07
89,mw,17881172.0,8943543677.18899,17,500.1654073451667,9.507206798301588e-07
90,gl,55951.0,2851610655.92391,17,50966.21429329074,0.00030383728619685083
91,cv,564959.0,1996741544.61549,17,3534.312303398105,3.009067914662834e-05
92,kz,18314822.0,166805788966.78,16,9107.693701133432,8.736093640440513e-07
93,rw,12230343.0,9252833678.08916,15,756.5473575098557,1.226457835238145e-06
94,ph,106738496.0,328480738147.1,15,3077.4345756857956,1.4053036685096255e-07
95,zm,17298056.0,25873601260.8353,13,1495.7519654714554,7.515295360357256e-07
96,ci,24848024.0,52512344033.9625,13,2113.340844888209,5.231804347903077e-07
97,nc,284358.0,9173669999.59434,12,32260.98790818032,4.220032494250206e-05
98,mg,26169540.0,13176313593.5509,11,503.4980971599386,4.203360089630922e-07
99,uz,31945680.0,62081322741.1228,11,1943.3401555741748,3.443345078270364e-07
100,bd,161793968.0,293754769935.148,10,1815.6101464496378,6.180700135866622e-08
101,bj,11596786.0,12701655845.9622,10,1095.273797926615,8.623078842706936e-07
102,bo,11435535.0,37508642170.767,10,3280.0076402867903,8.744671762186902e-07
103,bw,2401848.0,16105156375.5848,9,6705.318727739974,3.7471147216643186e-06
104,ml,19311356.0,15365713059.1057,9,795.6827609156861,4.660470243518891e-07
105,sa,34193120.0,714994694991.651,9,20910.48418487845,2.632108447547343e-07
106,np,28183424.0,28971588880.8208,8,1027.9655474374158,2.83854793512669e-07
107,jm,2808388.0,14808984880.5796,8,5273.126391573956,2.848609237754897e-06
108,lk,21506816.0,94376237831.5778,8,4388.201295420848,3.719750984990061e-07
109,iq,39621156.0,187217660050.676,7,4725.194288896467,1.7667329040071422e-07
110,mu,1294743.0,13713505998.0391,6,10591.681899835798,4.634124301116129e-06
111,ne,21737924.0,11185101444.3729,6,514.5432215317755,2.760153177460736e-07
112,sl,7677570.0,3719443317.52413,6,484.4558001456359,7.814972706207824e-07
113,py,6355406.0,38997129809.1697,6,6136.056423329949,9.44078159601448e-07
114,pf,295456.0,5833352684.45264,6,19743.558040630887,2.0307592331853136e-05
115,tj,8925529.0,7536403146.68377,5,844.3648714472577,5.601908861648425e-07
116,tg,7852799.0,6395472028.24361,5,814.4194227107571,6.367156475035207e-07
117,kh,15830694.0,22177200588.6749,5,1400.8988227979708,3.1584212290377163e-07
118,ae,9068297.0,390516804029.952,4,43063.96272971122,4.4109715418451776e-07
119,mn,3096033.0,11480847740.0839,4,3708.2446279105875,1.2919758930218121e-06
120,zw,14751101.0,17584890936.6523,4,1192.1070119886172,2.711661997297693e-07
121,li,37916.0,6470000000.0,4,170640.3629074797,0.00010549636037556704
122,ao,30208634.0,68972769395.6274,3,2283.2137790681763,9.930935639128866e-08
123,do,10647247.0,79998045975.5137,3,7513.495833760004,2.8176297591292845e-07
124,ga,2140225.0,14929487495.759,3,6975.662603585604,1.4017217815883844e-06
125,gt,16578718.0,71653756504.1625,3,4322.032409512153,1.809548844488458e-07
126,pa,4096071.0,62202700000.0,3,15185.942821791907,7.324091794307276e-07
127,la,6997925.0,17071162084.4067,3,2439.4605664402948,4.2869850705744917e-07
128,qa,2711764.0,161099122225.275,3,59407.500883290355,1.1062909604228095e-06
129,bi,11155592.0,2723586962.18686,2,244.14544402366636,1.7928228282282106e-07
130,mv,472449.0,4754185598.8417,2,10062.854612543786,4.23326115623062e-06
131,mm,52288344.0,61449391917.1276,2,1175.2024871380054,3.8249442361379813e-08
132,tm,5968388.0,37926285714.2857,2,6354.527506302488,3.350988575139552e-07
133,ly,6378267.0,67157451660.2727,2,10529.106363887353,3.135647974598743e-07
134,cd,84283272.0,38019264804.5125,2,451.0890939843021,2.3729501151782528e-08
135,fj,919022.0,5353468387.56019,2,5825.179797175901,2.1762264668310445e-06
136,sd,40679820.0,129718581297.431,2,3188.769795378421,4.916442599795181e-08
137,vu,290250.0,880061830.96959,2,3032.082104977054,6.890611541774332e-06
138,ye,30034386.0,26842231204.8047,1,893.7166621220324,3.329517040901053e-08
139,ls,2170622.0,2306741598.79677,1,1062.7099507868113,4.6069744064143827e-07
140,td,15085893.0,10000394388.1158,1,662.897077959906,6.62870935117994e-08
141,bh,1456844.0,35473776595.7447,1,24349.742728627567,6.864152922344465e-07
142,bt,756130.0,2450366107.88229,1,3240.667752743959,1.322523904619576e-06
143,bz,374702.0,2286000000.0,1,6100.848140655775,2.6687874631040132e-06
144,cg,5312347.0,11094823676.5914,1,2088.4975466759606,1.8824071545025203e-07
145,dj,1040242.0,2762581334.22612,1,2655.7102426417314,9.613147709859822e-07
146,gd,120934.0,1125685185.18519,1,9308.260581682487,8.268973158913126e-06
147,hn,9626845.0,23136248046.2979,1,2403.305345240097,1.0387619204422632e-07
148,kw,4124904.0,120687635952.46,1,29258.289635943045,2.424298844288255e-07
149,af,35643420.0,18896353155.8839,1,530.1498328691214,2.805566918101574e-08
150,mr,4160018.0,6800138755.34592,1,1634.6416662970976,2.4038357526337625e-07
151,ni,6480534.0,13785890939.4447,1,2127.2770020872817,1.5430827150972435e-07
152,om,4541853.0,80856697009.1027,1,17802.57903747715,2.2017445302611072e-07
153,pg,9114803.0,22742696407.5093,1,2495.13855730171,1.0971164160103076e-07
154,sb,643641.0,1469789050.30851,1,2283.5541090584816,1.5536611247574347e-06
155,sc,101828.0,1529773286.49646,1,15023.110406729584,9.820481596417489e-06
156,sr,587566.0,3591679371.03991,1,6112.810086083793,1.7019364633079517e-06
157,st,208050.0,375614126.193877,1,1805.4031540200767,4.806536890170632e-06
