source,target,real collaborations,weight
de,fr,4586.999999999999,2473.4616087368036
de,gb,4052.000000000001,3198.6027856691785
fr,gb,3971.000000000001,2061.8297314939427
fr,it,2806.9999999999995,2078.849851029909
de,it,2526.9999999999995,3170.484340834012
de,nl,2277.999999999999,1630.2151455419407
gb,it,2101.0,1881.5144675997187
gb,nl,1998.0000000000005,997.0966060376275
es,fr,1993.0000000000002,3919.27350789546
fr,nl,1868.9999999999993,645.5133806989448
be,fr,1693.0,528.149525890579
de,es,1643.0000000000002,2101.268994467241
be,de,1579.0000000000007,1163.7329837198195
es,gb,1469.9999999999998,1662.251549059542
es,it,1261.0000000000002,1749.6266576409164
be,gb,1251.0000000000007,738.9087366551757
de,dk,1137.0,484.61379341181345
it,nl,1073.9999999999998,699.2287890613758
dk,gb,969.9999999999998,336.89940157065865
dk,fr,865.0,218.73000200450954
fr,gr,855.0000000000003,499.22800952383744
be,nl,837.9999999999998,414.0073464483635
gb,gr,825.9999999999995,486.8127258335653
be,it,806.0000000000003,563.2760130499761
es,nl,795.0000000000005,519.610749076136
de,gr,776.0000000000001,765.4346305771237
fr,pt,770.9999999999997,1104.0154787944632
gb,ie,664.9999999999999,454.5883905650769
dk,nl,639.9999999999999,136.04848138594312
gb,pt,633.9999999999997,662.8461824317009
de,pt,624.0000000000002,776.4298642785185
be,es,599.9999999999997,437.2248081920888
gr,it,590.0,760.1745278123557
de,ie,566.9999999999998,301.9679051398551
gb,se,556.0,331.11236139846136
fr,ie,545.0000000000001,228.09479085540178
dk,it,530.9999999999999,251.4906307911086
de,se,528.9999999999999,441.6502785006396
it,pt,483.0,640.2413237403731
es,pt,463.9999999999998,1142.332792534938
be,dk,462.0000000000002,80.64077034516322
fr,se,442.99999999999994,238.74178989036662
dk,es,428.00000000000017,187.80868959036272
es,gr,394.00000000000006,431.51790577451624
ie,it,367.0,201.022059803901
ch,de,352.0000000000001,608.6446959677338
ie,nl,339.99999999999983,90.90195062070161
gr,nl,336.99999999999994,167.76555534936597
nl,pt,334.99999999999994,208.15837631634474
ch,fr,313.99999999999994,321.77404272234713
be,gr,309.99999999999994,133.36813590175083
nl,se,283.0,113.78266289087428
es,ie,265.00000000000006,185.04983986659897
it,se,254.0,267.6897185883764
be,pt,253.00000000000003,160.77911437168905
de,fi,245.00000000000009,253.03256853991692
ch,gb,230.00000000000009,324.05171265346434
fi,gb,230.00000000000009,206.33965532884076
be,ie,228.99999999999997,67.00045386020943
dk,gr,220.99999999999994,67.57751438843158
de,no,212.99999999999994,204.2724488778798
gr,pt,207.99999999999997,161.4291657785848
dk,pt,201.00000000000009,71.4285528155642
ch,it,197.0,457.19240600194684
es,se,191.00000000000006,200.49558134215417
fi,fr,189.99999999999994,156.7434192104806
ch,nl,189.00000000000006,133.15051869022687
dk,ie,182.99999999999991,31.080510765760664
be,se,176.99999999999991,77.79961459917973
gb,no,165.99999999999997,164.71839397400595
dk,se,158.0,56.024690137867026
fi,it,154.99999999999997,180.2785046200629
fr,no,148.00000000000003,122.59182616270971
fi,nl,140.99999999999991,67.8740480473823
ch,es,140.00000000000006,269.5612914656732
gr,ie,140.00000000000006,49.47378047602319
ie,pt,134.00000000000003,78.7832269442349
es,fi,123.00000000000003,121.17423331611981
be,ch,122.00000000000004,102.01077064714232
pt,se,103.99999999999997,76.41073285035634
be,fi,98.0,44.51157332195989
nl,no,96.0,53.41262627053669
dk,fi,92.00000000000001,29.40968233136074
it,no,91.00000000000001,132.4555354437795
gr,se,89.99999999999997,76.69089708735238
at,de,89.0,846.0652397248427
ch,dk,86.99999999999999,38.693216940328
ie,se,85.99999999999999,34.53171172931162
at,fr,83.99999999999999,359.03210299638374
at,gb,74.00000000000001,391.59107384093863
ch,se,68.00000000000001,41.403473619321396
ch,pt,63.999999999999986,95.5236961188923
es,no,62.0,103.71182756608438
ch,gr,62.0,89.53775111367
fi,se,60.0,68.02313701296366
fi,pt,59.00000000000001,53.73857583179544
ch,ie,57.00000000000001,32.16730900827014
be,no,55.00000000000001,37.27496985699497
no,se,53.000000000000014,50.3880032244495
fi,gr,53.000000000000014,55.06330155577788
at,it,48.99999999999999,610.2296498209017
dk,no,47.99999999999999,23.849703615666787
fi,ie,45.00000000000001,21.127034403015763
de,lu,40.99999999999999,62.40359446814468
fr,lu,40.99999999999999,26.518224884216263
ch,fi,38.99999999999999,24.503944743492127
gr,no,34.0,38.62978380659931
be,lu,33.0,18.393169436851768
at,nl,29.0,160.06228472453444
