source,target,real collaborations,weight
dk,gb,5232.000000000002,6014.446695470565
be,gr,5179.0,1457.1780431534219
gb,pt,5153.999999999999,4843.3480685992945
it,no,5133.000000000003,4448.252264976912
es,ie,5126.999999999999,3057.4647295988934
dk,it,4849.999999999998,5191.349385465417
de,ie,4724.000000000002,5217.521770152765
cz,de,4698.999999999999,7866.077704480245
gb,no,4661.0,4988.661151754204
fi,gb,4630.999999999998,5693.577540718709
fi,nl,4557.999999999998,2035.508352357112
at,be,4544.999999999999,1847.6297943883
be,se,4442.000000000001,2204.102618606983
ie,it,4367.999999999998,4938.884385856649
cz,fr,4317.000000000002,6584.6752152066865
nl,pt,4263.999999999999,2048.7877862713663
fr,ie,4238.000000000001,4245.104161753451
be,ch,4143.0,2182.897226140187
dk,nl,4119.000000000001,2105.119756263475
gb,ie,4054.999999999999,4060.0654197498375
cz,es,3865.0,4332.119524383865
nl,no,3737.0000000000005,2103.2769300774285
cz,it,3734.0,5467.075127348756
gb,pl,3711.9999999999995,11570.502620322433
be,pt,3643.0,1489.7895404183062
de,hu,3600.0,4520.7223892683905
at,se,3563.000000000001,1900.763306892279
be,fi,3349.9999999999995,1276.4851506841242
it,ro,3292.000000000001,5132.175011862641
nl,pl,3167.0000000000014,4761.484202010049
es,ro,3156.9999999999995,4286.666553204911
gr,pt,3060.000000000001,1108.9332789998696
fr,hu,3057.9999999999986,3844.492355265688
it,si,3049.0000000000005,1107.444795818951
es,si,2965.9999999999986,950.515315711331
be,dk,2964.9999999999995,1380.285486814511
fi,se,2942.9999999999986,1286.8029275751908
es,hu,2902.000000000001,2758.569694269862
fr,ro,2855.0000000000005,5981.205823131909
hu,it,2798.999999999999,4620.530496793549
be,no,2773.9999999999995,1545.534444904207
de,ro,2765.0,7119.22057035998
ch,se,2764.0000000000014,2221.8208646898092
de,si,2761.999999999999,1558.176393160684
at,gr,2691.9999999999986,1218.778025626638
ie,nl,2644.999999999999,2040.1927396148344
be,pl,2642.000000000001,3499.192102431867
be,ie,2565.9999999999995,1314.8462581733668
at,fi,2523.000000000001,1095.7435740793367
at,ch,2503.000000000001,1864.181849847018
cz,gb,2436.9999999999995,6689.229670754867
gr,se,2426.000000000001,1643.7574685840186
ch,gr,2371.000000000001,1434.040338274499
cz,nl,2367.9999999999995,2333.0901893500236
fr,si,2358.0000000000005,1323.5610332523052
no,se,2202.000000000001,1492.6248451443137
dk,se,2163.9999999999995,1458.9503820053953
fi,gr,2161.999999999999,919.3368448015294
gb,hu,2012.0000000000002,3917.029752953277
be,cz,2005.9999999999993,1439.1675471611945
at,pt,1956.0000000000007,1293.5521512958353
bg,es,1878.0000000000002,2507.9359226089587
gr,pl,1862.0000000000007,2582.5466048281496
cy,gr,1840.999999999999,230.8675572823524
es,hr,1840.999999999999,1311.7584333209204
bg,it,1839.0000000000007,3162.30014117089
pt,se,1833.9999999999995,1688.762644889666
gr,no,1827.9999999999993,1146.6680595231057
at,no,1807.0000000000002,1333.696729717893
cy,es,1796.0000000000007,985.2538402417342
pl,se,1793.0000000000007,3422.067028789388
gb,ro,1786.9999999999995,6100.459435496952
hr,it,1739.0000000000002,2439.1750968532274
ch,fi,1739.0000000000002,1282.2515139158143
hu,nl,1735.999999999999,2025.3501877333576
dk,gr,1734.0000000000005,1000.2289625683075
fi,pt,1734.0000000000005,960.6620243561543
dk,no,1734.0000000000005,1035.6035303193564
be,ro,1727.0000000000007,1850.5182114676395
fi,no,1724.0000000000002,901.3583221236505
gb,si,1704.999999999999,1355.0931441515177
gr,ie,1684.9999999999995,1010.2977331501588
ee,es,1670.0,1063.9809172015234
gr,ro,1664.0000000000005,1291.4212695702604
pl,pt,1643.0000000000002,2400.9427554821063
at,dk,1637.999999999999,1205.3969467665002
nl,ro,1628.0,2529.539694396032
at,pl,1595.9999999999993,2924.7022213036216
bg,de,1595.9999999999993,4807.737698307272
ee,it,1593.0000000000002,1372.8567620815809
be,hu,1584.0,1181.6751146608067
ch,dk,1581.9999999999998,1406.355762886911
fr,hr,1546.0000000000005,1828.1771982924488
cy,it,1535.9999999999993,1263.4752696052499
at,cz,1522.0,1165.9820258861823
bg,fr,1507.9999999999995,3825.0334263470277
dk,pt,1502.0000000000007,1036.6076289861855
be,si,1495.9999999999993,406.6139780949131
nl,si,1492.9999999999995,557.7068325554928
de,ee,1478.9999999999995,1042.3903193689907
no,pt,1447.0,1095.9769384186552
de,sk,1437.9999999999998,3018.6081938024254
dk,fi,1409.9999999999993,852.4885470377955
de,hr,1404.9999999999995,2170.140440773074
ch,pt,1394.9999999999993,1484.7702406478961
ch,no,1394.9999999999993,1555.6698649162308
fi,pl,1366.9999999999998,2199.7113639151335
it,sk,1344.0000000000005,2214.6615550194924
ie,se,1338.0000000000007,1425.793844213903
ie,pt,1337.0000000000007,953.9138228612699
cz,se,1337.0000000000007,1630.6990623629965
fr,sk,1298.9999999999995,2584.234408039173
cz,gr,1286.9999999999998,1060.6033396688056
at,ie,1274.9999999999993,1164.4837478193024
gr,si,1262.0000000000002,296.11761349987347
de,lu,1244.9999999999998,1083.9947090634735
es,sk,1235.0,1854.8005797720534
de,lt,1221.9999999999995,1784.0418645003704
cy,de,1218.9999999999995,1914.0246870534938
de,lv,1213.0000000000005,1266.9159496075702
cz,fi,1177.9999999999998,941.0335464339244
ch,pl,1146.9999999999998,3486.4965303272375
dk,pl,1146.9999999999998,2350.542580790387
ee,fr,1145.9999999999998,1620.0358928788335
ie,no,1142.0000000000005,992.1105462340618
es,lu,1139.0000000000005,675.4566504358503
bg,gb,1130.9999999999998,3934.795790560531
fr,lt,1130.9999999999998,1519.0163863621494
it,lt,1109.0000000000002,1327.2381567419866
cz,pl,1098.9999999999998,2465.6295297023853
es,lt,1090.9999999999998,1089.9644914954617
fi,ie,1064.0000000000005,852.9729184244396
ch,ie,1056.9999999999998,1339.5986644167158
it,lu,1046.0,827.9591529638599
at,si,1046.0,320.32102545995167
cy,fr,1041.0,1505.0612276048034
pt,si,1029.9999999999995,313.05239636052056
it,lv,1029.0,941.7830486533071
dk,ie,1019.0000000000001,910.8032583773784
at,hu,1018.0000000000001,959.8106217014498
es,lv,1016.0000000000002,771.3882370892043
fr,lu,1010.0000000000001,935.9930120545205
bg,gr,1008.0000000000005,572.6119556751605
ch,cz,1003.9999999999999,1421.030798491134
be,ee,991.9999999999995,270.43693545057374
pt,ro,986.9999999999997,1407.5812108904677
no,pl,986.0000000000006,2546.0905261749203
cy,gb,980.0000000000006,1551.4909865963225
cz,pt,977.0,1123.6297052374744
ee,gb,975.9999999999998,1630.326591498503
gr,hu,947.0000000000001,847.5777955083354
ee,nl,934.0000000000003,579.1210785622911
hu,se,923.9999999999995,1397.4216082236173
ie,pl,903.9999999999999,2313.658673305475
be,bg,903.9999999999999,726.0432600714287
at,ro,900.9999999999997,1536.4411463662827
fr,lv,898.9999999999999,1075.1598718514101
gb,hr,863.9999999999998,1875.2049028541167
ro,se,844.9999999999997,2048.59731093428
fi,hu,814.9999999999997,751.3315191353095
cz,no,813.9999999999999,1147.18453348263
hu,pl,812.9999999999997,2132.306685945897
pl,ro,806.9999999999997,2809.621801210932
be,hr,805.0000000000005,564.6366215862905
hr,nl,784.0,1100.141488037124
ch,hu,782.0,1161.475284911224
bg,nl,770.9999999999997,1394.1910152234404
hu,pt,768.0000000000003,958.2194887202027
se,si,745.9999999999997,413.1929543744932
gr,hr,744.9999999999999,403.4107198933729
gb,lu,738.9999999999997,940.0771297621765
gr,lu,724.0000000000002,219.40835751518586
nl,sk,720.9999999999999,1080.8969711609302
fi,si,700.0000000000001,262.81264708718544
lv,nl,699.0000000000001,691.9775468831766
be,lu,699.0000000000001,265.271431144799
gb,lt,694.9999999999998,1525.4857093353526
be,cy,692.0000000000003,251.15027846140677
be,lt,688.9999999999998,464.9497473578065
be,sk,687.9999999999999,791.4914863866622
cz,dk,680.9999999999999,1030.7432441652622
be,lv,679.9999999999998,329.44216765545525
cy,nl,674.0,552.5274466658617
gb,sk,670.0,2623.4319063240077
pl,si,660.0000000000001,632.492951522309
lt,nl,646.0000000000002,919.910845143055
cz,hu,641.9999999999998,831.3763980884368
ch,si,635.9999999999999,394.3694203542734
fi,ro,634.9999999999998,1159.6469267218947
lu,nl,633.0000000000002,534.1569707912137
ee,gr,625.9999999999999,260.91183997105844
cz,ie,624.0000000000002,1006.4808480615127
at,sk,608.0000000000002,646.117854417425
at,hr,603.9999999999999,456.2957724468759
dk,si,593.0,281.1213321399262
dk,hu,588.9999999999998,808.2951697706183
ee,fi,580.9999999999999,214.20336941814597
ie,ro,572.0000000000002,1215.4397280154776
no,ro,572.0000000000002,1339.288128814904
gb,lv,557.0,1078.3784266370822
dk,ro,556.0,1261.6296019985302
hu,no,545.0000000000001,980.260162710814
de,is,538.0000000000002,628.6085933156133
hr,pt,533.9999999999998,517.4100039559569
fr,is,518.0000000000001,516.4869933941219
cz,si,518.0000000000001,289.2172654275246
at,bg,507.00000000000006,604.9504073671908
hr,pl,505.0,1182.3246112860147
ee,pt,505.0,274.86498752035754
is,it,505.0,842.6262331866457
ch,ro,504.00000000000017,1826.950858307031
gb,is,504.00000000000017,512.2036933987886
bg,pt,502.9999999999999,649.7015932697483
ro,si,496.0000000000002,369.92602595992383
cz,sk,495.00000000000017,551.3005771041221
cy,pt,493.00000000000017,254.73604940491953
hu,ie,490.0000000000002,863.7914149139201
ee,se,490.0000000000002,375.8082440649272
hu,ro,487.00000000000017,1091.5646823619518
cz,ro,486.0,1327.8884361764005
bg,se,481.00000000000017,952.7916493527345
ie,si,474.00000000000017,270.4463402893956
at,ee,474.00000000000017,230.6547894150218
hu,si,473.0,243.88262548127852
gr,lt,472.0000000000002,341.4978266494619
bg,fi,471.0,545.8038850917393
bg,pl,467.0000000000001,1488.0368750319333
no,si,460.99999999999983,302.40374525209506
hr,se,460.0000000000003,764.0046898874436
bg,ro,458.9999999999998,723.3272151248058
dk,ee,456.0000000000002,180.08597284644006
at,lt,453.0,393.8433034236377
gr,lv,451.9999999999999,242.21285375808753
at,lv,446.00000000000006,280.0734050146702
pl,sk,446.00000000000006,1178.201497283736
se,sk,440.0,790.0507947447617
dk,hr,425.99999999999994,389.35791337438553
gr,sk,423.99999999999983,573.687490331077
fi,lv,404.00000000000017,197.8889102598589
lv,pl,403.0000000000001,727.6247182309904
at,cy,401.99999999999983,212.00340533254564
it,mt,401.99999999999983,372.7988923135836
hr,si,397.0000000000001,127.69209917372858
ee,pl,395.9999999999999,615.1633229541086
lv,pt,389.0,329.077582656367
lu,pt,387.0,266.1094356837038
es,is,382.00000000000017,370.3953811531677
ee,no,381.0000000000001,267.50467481609115
pt,sk,378.99999999999983,609.5041387007436
bg,ie,375.0,588.9973881192406
at,lu,368.0,246.36723777386007
lt,pl,367.0,955.2074058987796
hr,ro,364.99999999999994,604.649339894554
cy,ie,360.99999999999983,231.77121704024063
bg,ch,358.00000000000017,975.3379654343835
fi,sk,355.0000000000001,502.0748530135221
lv,se,352.99999999999983,455.03026213267424
fi,hr,350.0,362.40127243200567
cz,lt,348.99999999999983,336.1118481165317
is,no,342.9999999999999,161.93987209071742
bg,dk,341.9999999999999,614.5118280176482
ee,ie,337.99999999999994,244.66276336151344
hr,ie,336.99999999999994,468.54824496509076
fi,lt,336.99999999999994,283.0424791903805
cz,lv,336.00000000000006,239.43897599492317
ee,si,336.00000000000006,74.36877124449441
lt,se,334.99999999999994,611.6076891963446
de,mt,331.99999999999994,534.2783687633316
ch,ee,331.99999999999994,271.1072213933533
ch,hr,331.0000000000001,549.9611607790102
bg,hu,325.99999999999994,486.5805584605631
cy,fi,325.00000000000006,214.5440930295885
es,mt,323.99999999999994,309.8044883914489
lt,pt,323.99999999999994,438.12376877638627
ch,lu,321.99999999999994,278.39517913593886
cy,pl,319.9999999999999,595.6105596193411
cy,ro,319.9999999999999,300.73467241128554
hr,no,318.9999999999999,534.963107940446
bg,no,318.9999999999999,665.6663924975174
cy,se,318.9999999999999,375.4128865358423
bg,si,317.99999999999994,171.92410681376114
cy,no,312.00000000000006,261.1681799705583
dk,lv,302.99999999999983,219.43902011818605
is,nl,293.00000000000006,352.793623455296
bg,cz,291.00000000000006,620.0765653013948
no,sk,291.00000000000006,579.7004043307232
cz,hr,287.00000000000006,403.75153619218264
ch,lt,286.00000000000006,465.0171491586575
dk,sk,286.00000000000006,539.1944555262685
ch,sk,283.9999999999999,780.9173782457797
hu,sk,283.9999999999999,452.42998238109016
ee,ro,281.9999999999999,327.11353007067936
lt,no,280.0000000000001,433.4713584349742
lu,se,280.0000000000001,394.36436609416825
hr,hu,277.99999999999994,378.5445222217612
bg,cy,277.00000000000006,101.13252589226528
cz,ee,276.0,197.5045206815761
cy,si,275.0000000000001,69.24582758629492
ee,hu,271.00000000000006,211.8787511695349
fi,lu,268.00000000000006,188.46704345803047
lv,si,267.0000000000001,88.60633721158483
ch,cy,264.0000000000001,248.61650221951896
dk,lt,263.0000000000001,310.14252173215726
bg,hr,259.9999999999999,234.15672097315434
lv,no,259.9999999999999,323.2207336388662
ch,lv,257.99999999999994,329.9062474700865
gb,mt,256.0,452.03341427060053
ie,sk,254.0,523.833053060616
bg,ee,249.0,114.97710749609998
fr,mt,248.00000000000009,433.8281770068023
ro,sk,241.9999999999999,698.7455377218878
be,is,240.99999999999997,160.49958303313815
gr,mt,238.99999999999991,95.49986581529846
is,se,237.99999999999994,236.46702694215844
ie,lt,237.99999999999994,304.660113741511
fi,is,234.00000000000006,99.20820868891529
dk,lu,234.00000000000006,197.69092598276004
lv,ro,231.00000000000009,389.38196658397146
hu,lv,225.99999999999991,204.5019107323831
cy,cz,225.0000000000001,248.65664145677277
ie,lv,225.0000000000001,215.29460907504577
lu,no,223.0,276.54207577596037
lu,pl,222.0000000000001,622.881549215197
cy,dk,219.99999999999997,243.44091083137107
hu,lt,219.00000000000009,287.1192981600808
ee,lv,217.9999999999999,52.93795088451947
si,sk,215.9999999999999,192.468079124442
lt,ro,210.99999999999997,515.5535693324146
lt,si,208.9999999999999,117.39169719506273
dk,is,207.99999999999997,108.86754111505786
lu,si,204.0,72.0251903220144
be,mt,201.00000000000009,137.35339733972245
mt,nl,195.99999999999994,326.829136059587
lt,sk,192.00000000000003,221.53077950613678
hr,sk,191.00000000000006,259.06026414386264
lv,sk,182.99999999999991,167.81425948576126
ee,hr,179.99999999999997,102.55676382000287
bg,lv,176.99999999999991,139.77231820508817
lt,lv,175.0,84.01567541989697
cy,hr,173.99999999999991,94.82501653759027
ee,lt,173.00000000000003,77.41702272429936
bg,sk,171.99999999999991,329.51873225705253
cy,hu,171.99999999999991,197.8674213807897
cz,lu,171.99999999999991,213.61802949164294
ie,lu,170.99999999999991,188.98139516501308
gr,is,168.99999999999997,120.15033197645776
is,pt,164.00000000000003,164.02707000137914
cy,lu,162.99999999999994,50.693226473964835
hr,lt,158.0,158.19859148403566
hr,lv,156.99999999999994,112.44329405242884
cy,ee,153.00000000000003,45.43910628467503
ee,sk,150.99999999999994,141.28088755629256
lu,ro,148.00000000000003,329.2085599988006
hu,lu,143.00000000000003,185.3442968956084
ie,mt,141.99999999999994,89.75470964700797
bg,lu,140.99999999999991,127.74276155681916
is,pl,135.99999999999997,391.2144114878161
mt,pt,135.0,149.04890959891333
ee,lu,134.00000000000003,53.58453567277638
bg,lt,133.0,196.85278054196593
at,is,132.00000000000006,139.64721675355636
at,mt,131.00000000000006,115.8655310438369
hr,lu,128.99999999999994,100.29620560003866
ch,is,119.99999999999996,161.97592400733382
mt,se,116.00000000000003,225.50342879035782
cy,lt,113.00000000000006,78.23926187020757
lt,lu,111.00000000000004,85.01080545762339
lu,sk,109.99999999999997,140.62088442254546
mt,no,105.00000000000004,157.101392871752
ie,is,102.99999999999996,101.06771103493196
lu,lv,100.0,58.797632879958186
cy,lv,100.0,55.39334393714546
dk,mt,92.99999999999999,94.87245870094236
mt,pl,92.00000000000001,356.472506319706
fi,mt,92.00000000000001,87.51201851964686
mt,ro,89.99999999999997,181.83061591986313
cy,sk,89.0,133.28231467431576
cy,mt,83.00000000000001,22.37610980849136
cz,is,82.0,120.4447801691121
is,ro,81.0,205.1667358930426
is,si,70.99999999999999,46.055273050617785
cz,mt,68.99999999999999,101.07956083309404
hu,mt,66.00000000000001,85.12334272187223
ch,mt,66.00000000000001,134.85939205477908
bg,mt,66.00000000000001,56.9139730991614
mt,si,66.00000000000001,40.68133678397551
hr,is,64.99999999999999,56.02940079211729
hr,mt,63.0,45.66167816006735
ee,mt,62.0,24.908058114877417
ee,is,61.000000000000014,28.740419781655124
lv,mt,54.000000000000014,29.765029030568442
lu,mt,54.000000000000014,24.43608479591886
lt,mt,49.99999999999999,39.559285333786434
hu,is,48.99999999999999,103.00617361095085
mt,sk,47.00000000000001,79.51351401171941
is,lv,38.99999999999999,36.06112519752936
cy,is,38.99999999999999,27.417220064134973
bg,is,34.0,69.95379235281476
is,lu,29.999999999999996,32.669858652389166
is,sk,29.0,88.74655425353039
is,lt,28.0,51.15679975805728
is,mt,16.0,15.231800641756395
de,li,9.0,139.92635539422406
li,nl,7.999999999999999,97.29224849512178
it,li,6.0,102.54368151924882
es,li,6.0,85.97726601560007
gb,li,5.000000000000001,122.21420503030181
fr,li,4.0,119.359215826981
be,li,4.0,36.16315831423782
li,pt,3.0,46.56686756146519
li,lt,2.0,14.486599267681328
fi,li,2.0,24.085573222468415
at,li,2.0,30.442972955341176
