source,target,real collaborations,weight
dk,no,232.00000000000009,100.07376193444682
gr,se,215.00000000000003,103.04636829459514
be,ch,212.99999999999994,286.17591073563847
es,no,195.99999999999994,257.31863030279743
es,fi,194.99999999999991,186.85145048895177
dk,fi,170.00000000000006,72.51700927601921
ie,se,167.0,64.56725422351221
pt,se,154.0,95.53494681228601
at,nl,146.00000000000003,226.69911638360932
ch,gr,143.00000000000003,93.5497422303398
fi,gr,140.99999999999991,33.31725123711304
no,se,138.99999999999997,175.46858532757085
be,no,132.00000000000006,130.61944973943181
ch,dk,131.00000000000006,214.22326676651318
fi,se,126.00000000000001,133.1762215890597
ch,se,122.00000000000004,388.4168591755304
be,fi,122.00000000000004,94.76912207868894
no,pt,117.00000000000001,40.37031039551224
at,es,116.00000000000003,284.84808904346687
gr,no,109.99999999999997,51.736134021307365
fi,ie,107.00000000000001,22.48776990304963
ch,pt,100.0,86.27070292032855
at,gr,91.00000000000001,54.873206570546934
ch,ie,89.99999999999997,63.302986541998195
ie,no,89.0,32.38645685478978
ch,fi,86.99999999999999,141.5762218833636
at,se,83.99999999999999,228.3935908309775
fi,pt,83.00000000000001,30.83083216231043
at,be,81.0,155.4126615270216
fi,no,72.00000000000001,66.96621621407887
ch,no,70.00000000000001,195.28142253134646
at,dk,68.99999999999999,126.05429111844944
at,ch,49.99999999999999,250.79825111472354
at,pt,48.99999999999999,51.07472422560998
at,fi,45.00000000000001,83.21380906533852
at,ie,44.0,37.44601512278916
de,lu,43.000000000000014,172.46462327294546
at,no,42.00000000000001,114.91880668949472
gb,is,37.0,39.27751871016891
fr,lu,36.0,119.36116567834458
de,is,35.0,73.52094691359292
gb,pl,32.00000000000001,77.10231052246863
de,pl,29.999999999999996,140.84090525695999
dk,is,29.999999999999996,8.207971777076
de,hu,28.0,87.07153796012523
be,lu,27.000000000000004,24.62256503046565
gb,hu,27.000000000000004,47.598185205589786
gb,lu,26.0,94.31028489254399
fr,is,23.999999999999993,49.946832928019255
gr,hu,20.000000000000004,4.983252575542509
es,is,20.000000000000004,20.955225929370005
gr,pl,18.999999999999996,8.16637096858694
is,no,18.999999999999996,7.097317741087726
es,pl,18.999999999999996,40.922081179709295
is,nl,17.999999999999996,14.373008425919034
gb,ro,17.0,15.651892150816051
hu,it,17.0,70.12121914900138
fr,pl,16.0,97.49325082681786
it,pl,16.0,89.31113333510928
is,it,16.0,41.748738496255704
gr,lu,15.000000000000004,10.157207710009823
pl,pt,15.000000000000004,9.742195858687046
is,se,15.000000000000004,14.234144400863403
es,hu,15.000000000000004,25.144273903472712
fr,hu,13.999999999999998,59.919115925884284
es,lu,13.999999999999998,50.19544185756898
lu,nl,13.999999999999998,31.988307814073863
it,lu,13.999999999999998,110.14033812132577
hu,pt,13.999999999999998,5.513691809220166
ie,is,12.999999999999998,2.625262918919835
nl,pl,12.999999999999998,30.140405656587006
is,pt,10.999999999999996,3.2059276338522307
ch,lu,10.0,37.391097125089416
ie,lu,10.0,6.347636505718802
gr,is,10.0,4.238179872176875
de,ro,9.0,28.751137166364877
hu,pl,9.0,1.9272755151485441
pl,se,9.0,43.07087994512714
dk,lu,9.0,19.62990751916336
gr,ro,7.999999999999999,1.6252857495583797
gb,sk,7.999999999999999,19.0374221404542
hu,nl,7.999999999999999,24.55868589378935
de,sk,7.999999999999999,34.78584021348748
fi,is,7.0,5.587676141967062
no,pl,7.0,14.3401245206338
be,is,7.0,10.664428255954995
fr,ro,7.0,19.695695668436496
es,ro,6.0,8.261383469353465
at,lu,6.0,22.266549461113815
be,pl,6.0,20.65833095284403
gr,sk,6.0,2.0009890710746774
hu,se,6.0,24.586289062720223
dk,hu,5.000000000000001,9.837366924523163
lu,se,5.000000000000001,32.8454887612031
es,sk,5.000000000000001,10.071468468254675
lu,pt,5.000000000000001,7.3217769699267095
nl,ro,5.000000000000001,6.1359049395558545
it,ro,5.000000000000001,17.968376736714546
cy,fr,4.0,26.455853768287703
fr,sk,4.0,23.997946408494354
dk,pl,4.0,15.842131078409476
lu,no,4.0,16.522799192690336
it,sk,4.0,21.883191425421046
ie,pl,4.0,5.179131877555955
fi,hu,4.0,6.746762595656611
pt,ro,4.0,1.540501161994992
pt,sk,4.0,1.878554740516549
be,ro,4.0,4.19842706019143
be,hu,4.0,12.741378341558768
hu,ro,3.0,0.38694739153302904
fi,ro,3.0,2.2111027136215027
hu,sk,3.0,0.46420195141961573
pl,ro,3.0,0.6906140185439239
fi,pl,3.0,10.892517153159602
ro,se,3.0,9.827577668588964
pl,sk,3.0,0.8321212547995718
ch,is,3.0,15.95938732716692
cz,no,3.0,10.765221629174677
at,pl,3.0,17.95944596490731
cz,es,3.0,26.795583826401472
cy,gr,3.0,1.980831559704414
hu,no,3.0,12.369641453912738
hu,ie,3.0,4.044495703379253
dk,ro,3.0,3.237523740421408
cy,gb,2.0,20.489767660047086
at,is,2.0,9.411520733354921
bg,fr,2.0,15.224238584743672
fi,lu,2.0,13.590772581099447
ie,ro,2.0,1.0499458644706752
se,sk,2.0,7.038651485533884
nl,sk,2.0,7.445364554648597
cz,gb,2.0,52.150947434750236
ch,pl,2.0,30.767780673297242
cz,it,2.0,61.27733275745152
at,cz,2.0,9.335499379747022
