source,target,real collaborations,weight
de,fr,16493.000000000007,12011.97673878332
de,gb,16430.999999999993,13757.404073912468
fr,gb,14190.000000000005,10468.00578000945
de,it,12022.999999999998,10971.843948295902
gb,it,11500.000000000004,8990.293015728277
fr,it,10889.000000000007,8362.119961621296
de,es,8342.000000000002,6741.244103912188
es,gb,7949.0,6470.568645616719
es,fr,7862.999999999997,6286.33396324854
es,it,7736.000000000003,5190.1994096383905
de,nl,7514.000000000003,4679.13602885683
gb,nl,6993.999999999998,3845.1714479936595
fr,nl,5764.000000000003,3397.984142055003
be,fr,4645.0,2522.506521449862
be,de,4609.000000000002,3523.823642968429
de,se,4595.000000000001,2906.3684633931052
gb,se,4524.0,2435.391532007059
be,gb,4511.0,2910.9062488042423
it,nl,4117.999999999998,3132.78281810331
gb,gr,3795.9999999999986,1662.1194839995183
de,gr,3733.0,2015.0577505714086
gr,it,3585.999999999998,1797.4729262061483
fr,se,3514.9999999999986,2174.4822532798275
at,de,3512.000000000001,2984.376544248535
dk,gb,3313.000000000001,1986.4928252205023
be,it,3146.999999999999,2263.8528674706554
ch,de,3067.999999999999,3338.1352512917024
de,fi,3063.999999999999,1639.597279031065
it,se,3027.0,2011.4099319948773
fr,gr,2995.999999999999,1534.9821079694234
es,nl,2924.0,2100.0786631198634
fi,gb,2900.0,1683.194661633944
de,dk,2863.000000000001,2039.0631064507215
gb,no,2759.0,1589.2810888012032
ch,fr,2555.0,2424.7737656872996
es,gr,2528.9999999999986,955.1684355511667
ch,gb,2285.000000000001,2711.3866991783134
be,nl,2275.999999999999,999.0734119240319
gb,pt,2226.0,1579.1835440461543
de,pt,2222.0,1861.2758854216106
be,es,2163.0000000000005,1412.1548038049857
at,gb,2157.0,2391.7467177441376
dk,fr,2145.000000000001,1705.6549330276712
nl,se,2143.9999999999995,886.1667323511742
fr,pt,2121.999999999999,1527.7385354482233
es,se,2082.0000000000005,1349.375783535984
it,pt,2015.0000000000005,1326.6805995343823
dk,it,2009.9999999999989,1541.8227868404026
fr,no,1947.0000000000005,1423.3327478104216
ch,it,1943.0,2236.7668617034283
fi,it,1930.0000000000005,1326.2576830210894
fi,fr,1898.9999999999993,1467.1384684002935
de,no,1896.9999999999989,1883.4422510578806
de,pl,1879.9999999999989,3358.384578509614
gb,ie,1844.999999999999,1208.3770904715054
at,fr,1796.9999999999993,2122.6443065974454
at,it,1792.0000000000005,1991.9579414967493
es,pt,1761.9999999999993,967.1824181933168
gb,pl,1709.999999999999,2713.5741981770434
dk,nl,1613.0000000000002,660.743465887846
cz,de,1509.0000000000002,1975.7928477227367
gr,nl,1484.9999999999995,706.9076522523545
dk,es,1481.9999999999995,958.2091735862645
es,fi,1443.9999999999998,765.1426837633779
fi,se,1387.9999999999998,386.50230012562406
cz,gb,1337.0000000000007,1570.4501614142005
de,ie,1293.9999999999993,1348.9118779748255
fr,pl,1293.0000000000002,2454.253353821437
it,no,1266.0000000000005,1311.9264653071668
fi,nl,1265.0,548.9694407449075
at,es,1238.9999999999995,1193.0677545713945
it,pl,1217.9999999999995,2312.1280279433995
ch,es,1195.0000000000007,1358.987204354635
de,hu,1182.0000000000005,1130.9541597592142
at,nl,1177.0,796.4622055527836
dk,se,1130.9999999999998,427.2057629871916
be,se,1126.9999999999998,599.1908164772267
nl,no,1098.0000000000002,575.0870944738534
be,gr,1096.0000000000002,414.99847983926117
fr,ie,1052.9999999999998,1042.0947053859168
nl,pt,1034.0,569.681455276083
ch,nl,1011.0000000000002,903.3563603274353
cz,fr,1002.9999999999994,1383.9143199885286
fi,gr,952.9999999999995,249.12605704152585
gb,hu,943.0000000000003,917.0720029081406
es,no,922.9999999999998,883.8714146756904
gr,se,921.9999999999998,461.64845825311664
cz,it,917.9999999999997,1282.1551605388602
ie,it,906.9999999999998,1101.7571761829952
gr,pt,892.9999999999999,300.79004637239876
no,se,878.0,415.2328764490668
nl,pl,818.0000000000002,1004.2135342248763
be,dk,810.9999999999999,418.09536057695084
es,pl,809.9999999999995,1522.2885509480727
es,ie,796.9999999999999,644.5359230143882
dk,fi,774.0000000000001,238.99285805122324
at,se,771.9999999999997,509.04865954263306
fr,hu,771.9999999999997,838.6266176250437
hu,it,740.9999999999997,1144.7543747869574
at,be,740.0000000000001,515.4180292989171
dk,gr,740.0000000000001,286.08577801481385
de,sk,724.0000000000002,735.7042345252698
dk,no,723.0000000000002,274.65513176162824
at,gr,714.0000000000001,362.70344809066677
be,fi,709.0000000000001,337.9823030236285
gb,sk,703.9999999999997,594.8999547852058
ch,se,701.9999999999998,568.5622208976135
cz,es,688.9999999999998,777.9157163578219
be,ch,685.9999999999999,622.4679732983328
cz,nl,685.9999999999999,524.0635666928409
gr,no,668.0000000000002,301.621082136693
gb,ro,665.9999999999999,950.288112704847
ie,nl,658.0000000000003,464.11750702349724
fi,no,653.9999999999999,251.56356078806854
be,pt,650.9999999999997,389.71960913280446
de,si,626.9999999999999,468.8374386027081
gb,si,625.9999999999999,378.873904699729
ch,gr,593.0,402.64642388349836
es,hu,566.9999999999998,520.4960626311777
pl,se,545.0000000000001,806.9872005369165
pt,se,540.0000000000001,430.55194535968167
be,no,540.0000000000001,389.612748713138
it,ro,540.0000000000001,827.90315600561
be,pl,540.0000000000001,680.2766519295266
de,ro,539.0000000000001,1159.927813934393
at,ch,533.9999999999998,533.6317854495784
bg,de,530.9999999999999,884.410913205712
at,fi,527.0000000000001,288.36624993861784
at,dk,521.9999999999999,351.07905698110784
cz,se,518.0000000000001,336.1856004539919
hu,nl,516.0,456.4319568069023
fr,ro,515.0000000000002,869.8473210849207
it,si,514.0000000000001,339.06492164945234
bg,gb,505.0,728.3741062401767
dk,pl,481.00000000000017,478.44734032943205
dk,pt,458.9999999999998,265.2966575480466
gr,pl,453.99999999999983,529.2072817326679
ch,dk,440.0,392.80747418191095
no,pt,434.0000000000001,250.1240551425836
fi,pl,423.99999999999983,409.7394309671293
cz,fi,419.9999999999999,190.25971577911847
it,sk,414.9999999999998,516.6296326863529
ch,fi,414.0000000000001,321.74755044277225
gr,ie,413.0000000000001,213.07159550895176
at,hu,411.00000000000006,206.93809532420437
be,ie,408.00000000000006,284.3136566239973
fr,si,406.9999999999999,348.0269107564659
bg,it,404.00000000000017,603.9963502120341
