source,target,real collaborations,weight
ch,nl,1972.999999999999,1302.6742495158417
cz,fr,1949.0,2488.5892606684056
it,no,1931.000000000001,1682.7617528896346
de,ie,1882.9999999999989,1921.027568858959
fr,hu,1881.0000000000005,1622.4676282228957
es,pt,1859.9999999999989,1656.4781029001872
at,nl,1821.0000000000002,1196.9610392828574
nl,pl,1821.0000000000002,1773.1257869219762
hu,it,1767.0,2254.011088325093
cz,it,1718.0000000000007,2372.707925961933
es,fi,1701.0,1146.4479595347784
be,gr,1684.9999999999995,727.4863291765548
nl,no,1650.0,779.1352506491176
es,no,1572.9999999999998,1248.7336227384137
dk,se,1525.9999999999995,610.2254094510683
fr,ie,1500.0000000000005,1567.5685222013897
be,ch,1490.0,856.2861420394302
fi,se,1477.0000000000002,569.1371346639329
fi,nl,1460.0000000000002,842.7375860052545
ch,se,1424.9999999999998,767.3362263053372
es,hu,1376.9999999999998,1125.8059439284418
be,pl,1333.9999999999993,1234.4003437782123
at,be,1323.9999999999993,780.6699321136479
gr,se,1320.0000000000005,715.8590470660095
cz,es,1296.0,1590.9701608534258
de,si,1292.0000000000007,692.3033577707724
ie,it,1289.9999999999995,1962.0814079552554
be,dk,1274.9999999999993,601.3199687830042
de,ro,1264.0000000000005,2316.277812113813
at,se,1238.0000000000005,718.4073858014291
hu,nl,1181.0000000000002,857.9771985794509
no,se,1156.0,594.434414774747
pl,se,1150.9999999999995,1166.3766894805597
cz,nl,1106.0000000000002,930.9160019880832
it,ro,1098.0000000000002,1773.5987963320263
be,fi,1095.0000000000002,499.3090361304437
nl,pt,1089.0000000000002,915.4149409419769
es,ie,1087.0000000000005,1083.113239030947
fr,ro,1080.9999999999995,1822.7918638191388
at,ch,1068.9999999999995,736.0014781515035
ch,gr,1019.9999999999999,678.7228573315824
be,no,1019.9999999999999,542.4730607289554
at,gr,1018.0000000000001,640.1845595518913
be,pt,970.9999999999997,644.9568709483655
dk,no,962.0000000000005,386.33744357812003
fr,si,950.9999999999998,538.0845492066582
gb,ro,949.0000000000003,1915.526257116127
ie,nl,935.0,798.6527016638074
gr,pl,921.0000000000005,1058.0199596284824
ch,dk,917.9999999999997,539.4265391698269
at,pl,899.9999999999998,1087.1096298480372
dk,gr,898.0000000000002,504.1709348345136
gb,si,885.0000000000003,563.0346519700798
de,sk,884.0,1263.2637979460376
gr,pt,874.0000000000003,547.5030584943894
be,hu,871.0000000000003,491.66174860516173
fi,gr,852.9999999999995,448.81695654454506
it,si,844.0000000000001,538.6756563980942
be,cz,834.9999999999999,540.0503149549793
bg,de,830.9999999999997,1685.524707699824
dk,fi,830.9999999999997,356.9339727697164
gr,no,824.0,462.21137336744283
dk,pl,802.9999999999998,876.6329679779591
ch,pl,788.0000000000001,1135.6678325103505
bg,gb,784.0,1364.114941481706
ch,fi,768.0000000000003,455.16435986054904
pt,se,757.9999999999998,638.720658549037
es,ro,757.0,1266.5009420796464
at,dk,736.9999999999998,503.9590606311282
cz,se,729.0000000000001,561.2467177539177
es,si,720.9999999999999,373.0092696754036
at,hu,687.9999999999999,447.22732654950295
be,ie,679.9999999999998,470.9296774035561
at,fi,679.0,426.67731831373834
gb,sk,674.0,1028.1581238963097
bg,it,670.0,1232.9922787028263
hu,se,667.0000000000002,524.8862814341207
fi,pl,663.0000000000001,764.6598254621427
hu,pl,636.9999999999999,801.8111044875511
ee,gb,623.0000000000001,581.1455853095958
pl,pt,623.0000000000001,853.4049030725203
gr,ro,622.0000000000001,500.63381162967096
no,pl,620.0,800.5840775461033
de,ee,618.0,356.9436746976085
at,cz,606.9999999999999,492.6599395609789
it,sk,601.9999999999998,948.2729725120248
fr,sk,601.9999999999998,973.2129038521883
fi,no,593.0,365.7733588751488
bg,fr,578.0,1286.9900466324962
cz,pl,572.9999999999998,866.254734435377
gb,lt,559.9999999999998,564.2675613454794
gr,hu,557.9999999999999,435.2289361116562
ie,se,550.9999999999999,481.57666073398576
ch,cz,527.0000000000001,501.96162592466686
cz,gr,525.0000000000002,492.153430736881
gr,ie,515.0000000000002,385.67523663406183
de,lt,515.0000000000002,680.6751784695279
nl,si,507.00000000000006,232.26066781304408
no,pt,493.00000000000017,413.1330424977181
dk,hu,483.99999999999983,342.0830681509576
cz,dk,475.99999999999994,395.1748257798019
ch,no,474.00000000000017,493.37931479190775
dk,pt,472.0000000000002,440.1617610105011
ch,pt,467.0000000000001,593.1962311350558
at,no,463.00000000000017,460.8138109475068
dk,ie,451.9999999999999,323.02057896659824
at,pt,450.99999999999983,544.0618623698641
nl,ro,449.99999999999983,783.5456771980698
bg,es,449.99999999999983,825.9661200466475
be,si,441.00000000000006,163.1512503762448
bg,nl,440.0,466.27504241673853
es,sk,438.99999999999994,675.086343706424
fi,hu,437.00000000000006,300.6770837685836
cy,it,425.99999999999994,513.406197029426
cz,fi,422.0,332.94579957579026
it,lt,418.99999999999983,502.9781047458904
de,lv,414.9999999999998,470.90327077638835
ch,hu,413.0000000000001,459.3469508562142
ee,it,409.00000000000006,498.29329070695843
pl,si,406.0000000000001,224.69925816604425
ie,no,406.0000000000001,311.8300710781233
cz,hu,403.0000000000001,345.62285054328424
ch,ie,403.0000000000001,422.486410668055
at,si,400.9999999999999,153.62664669043178
ee,fr,397.99999999999983,534.8478441681438
cy,de,397.0000000000001,704.685771742107
fi,pt,391.99999999999994,388.20082688754366
cy,gb,379.99999999999994,576.5478377324097
ie,pl,377.9999999999998,686.2341928510908
at,ie,377.9999999999998,388.46723758017987
be,ro,375.99999999999983,548.2913361027202
bg,gr,375.0,276.47518149641024
pl,ro,371.99999999999983,776.088580704661
fr,lt,357.0,527.6303819020253
cy,fr,352.0000000000001,545.2377962060198
nl,sk,348.99999999999983,423.6045003987529
fi,ie,342.9999999999999,281.5313754291117
hu,pt,338.99999999999994,394.12477199223105
gb,lv,336.99999999999994,392.3868052248825
be,bg,336.00000000000006,231.02877177060523
ee,es,331.0000000000001,342.6056276405853
cy,gr,323.99999999999994,113.94758863858046
ee,se,317.0000000000001,129.87532943303069
hu,no,316.00000000000006,336.7829235644155
ie,pt,314.99999999999994,371.8009732283238
bg,pl,312.00000000000006,429.0647706201117
cz,no,311.0,358.94746640660566
se,si,308.00000000000006,151.07550019893702
ro,se,307.0,595.8050493298726
pl,sk,306.0000000000001,428.59065036087094
at,ro,305.00000000000006,486.5153060067709
be,sk,301.99999999999994,296.10391160749543
gr,si,298.00000000000006,141.96515647799188
fr,lv,288.0000000000001,366.3871750512363
cy,es,286.00000000000006,350.54980119079437
es,lt,283.9999999999999,366.1101064146229
hu,ro,283.9999999999999,369.4814814949073
at,sk,283.0,267.8208564861222
cz,pt,277.00000000000006,419.1171863427835
gb,is,271.00000000000006,180.2644351114579
hu,sk,268.00000000000006,206.75407639709655
bg,hu,265.00000000000006,177.23284152697826
de,lu,260.99999999999994,417.7242083362533
ee,nl,260.99999999999994,198.0792199876662
dk,si,259.9999999999999,112.15322859630227
hu,si,257.99999999999994,107.8912256638503
ch,si,253.00000000000003,154.74259991546913
ch,ro,253.00000000000003,509.699189795502
de,hr,252.00000000000006,1008.3249216056522
se,sk,250.99999999999991,279.78239225328815
at,bg,246.0000000000001,204.18161326290723
it,lv,244.0000000000001,348.2779651666276
lt,nl,242.99999999999997,341.46767080435944
hu,ie,234.00000000000006,280.9752380429558
lt,pl,225.99999999999991,324.13396042511357
dk,ee,225.99999999999991,60.72876900891581
bg,ro,225.0000000000001,209.62804659504266
be,ee,220.99999999999994,84.67460407550467
cz,sk,219.00000000000009,210.52564359898656
bg,se,217.00000000000003,288.352653826773
ee,pl,215.9999999999999,183.25657359687554
hr,it,215.9999999999999,1269.8643620220696
de,is,212.99999999999994,205.9193817498897
gb,hr,209.99999999999991,826.0272201681846
ee,fi,205.99999999999994,78.12987662438923
cz,ro,204.99999999999994,376.931958074616
fr,hr,204.0,791.0790555779372
bg,dk,202.00000000000006,198.4557116825123
dk,ro,201.00000000000009,382.9098924714711
cz,si,199.00000000000009,113.28347665321846
lt,se,197.99999999999991,217.8390804229659
fi,ro,195.99999999999994,340.8528546151327
gr,sk,193.00000000000006,259.0333179961888
pt,ro,192.00000000000003,417.81647531422163
es,mt,189.99999999999994,92.91683521850929
lv,nl,189.00000000000006,251.4666085080065
cz,ie,188.00000000000009,300.94766982463324
lv,pl,186.00000000000009,235.33162827909396
it,mt,186.00000000000009,129.37547731681735
fr,lu,183.99999999999997,318.7122108456116
ee,no,179.99999999999997,81.96590997814202
fi,si,179.99999999999997,97.9411807547204
es,lv,179.00000000000006,254.2603340674963
fi,sk,176.99999999999991,181.56036307284046
be,lt,176.00000000000006,160.6468185629729
bg,fi,175.0,172.48527694804756
dk,sk,173.99999999999991,206.97260883529717
no,ro,173.99999999999991,357.75895718498987
fr,is,173.99999999999991,166.18088705407894
gb,lu,171.99999999999991,340.8026086820429
cy,nl,171.99999999999991,195.94534785990632
bg,ch,170.00000000000006,281.4577182089868
de,mt,168.0,162.847476861391
lv,se,165.0,162.43057022150762
pt,si,164.00000000000003,122.63817630110076
is,no,162.99999999999994,50.522602690768046
bg,cz,161.99999999999994,184.95764329088962
at,ee,161.99999999999994,72.88601264035377
ee,gr,161.99999999999994,105.78728430378213
be,cy,160.00000000000009,86.43383101887234
dk,lt,158.99999999999994,114.99407553950388
no,si,156.99999999999994,103.22991252260668
bg,pt,156.0,217.88601649232174
hu,lt,153.00000000000003,102.79256687070006
ee,hu,152.00000000000003,71.38183582339711
gr,hr,148.00000000000003,211.99344312531494
ro,si,146.00000000000003,117.83987637014353
is,it,146.00000000000003,302.39212281496765
es,hr,144.99999999999997,548.931290067547
gr,lt,144.99999999999997,138.4464025665992
gb,mt,143.00000000000003,136.623498248641
at,lt,141.99999999999994,139.35742179165322
es,is,140.99999999999991,115.38210314479831
ro,sk,140.99999999999991,221.26181639520198
be,lv,140.99999999999991,111.41913337778199
is,nl,140.00000000000006,121.22915017069383
bg,si,138.99999999999997,57.07857281958682
bg,no,138.99999999999997,185.86284072526846
fr,mt,138.0,133.18695515495764
ch,sk,136.99999999999997,275.4591062886915
cz,lt,133.0,109.52068901709694
bg,sk,132.00000000000006,105.41990703047769
ch,ee,131.00000000000006,77.36584544710205
si,sk,126.00000000000001,75.76089752751639
be,lu,124.99999999999994,105.85697691323534
it,lu,124.00000000000003,299.6204183975119
cy,pl,120.99999999999993,178.29384079970438
hr,nl,120.99999999999993,468.02101012816917
fi,lt,119.00000000000007,103.19379371477814
pt,sk,119.00000000000007,222.5211413697373
lt,si,116.00000000000003,40.212960483171635
hu,lv,114.00000000000003,70.87498888326193
ie,si,111.00000000000004,90.0959161333364
ee,lt,111.00000000000004,25.359464903812867
at,lv,109.99999999999997,96.25812197073728
cz,ee,109.00000000000004,57.06458706024049
ie,ro,108.00000000000004,307.11121232938916
cy,pt,107.00000000000001,92.67944881255825
be,hr,107.00000000000001,238.42194105036404
no,sk,107.00000000000001,190.62175172411796
fi,lv,107.00000000000001,72.66081789245465
dk,lv,106.00000000000004,79.88487539337443
ch,lt,102.99999999999996,147.16758340346055
lt,lv,102.99999999999996,31.59547887900553
dk,is,101.99999999999999,34.93689272918205
gr,lv,99.0,95.9127767669276
at,cy,99.0,75.27424775873051
ch,cy,96.99999999999999,80.10730407745305
hr,pl,96.0,427.3257042300058
lt,ro,96.0,140.6943991549225
bg,ie,96.0,154.34350318946085
cy,hu,95.00000000000001,72.34226474268416
bg,lt,95.00000000000001,56.11747163726065
cy,se,93.99999999999997,121.97344402013631
gr,mt,93.99999999999997,35.788569876278174
lu,nl,93.99999999999997,221.21636553603793
at,hr,92.99999999999999,218.1252732293596
cy,dk,92.00000000000001,83.43467131312356
lt,sk,91.00000000000001,75.58589671073585
cz,lv,89.0,75.4990557273184
ee,ro,88.00000000000001,80.89508991346833
ie,sk,88.00000000000001,164.433861702804
ee,lv,85.99999999999999,18.309698789499553
ee,pt,85.99999999999999,90.66326343820516
ee,si,83.99999999999999,23.161694431412382
is,se,83.00000000000001,76.63230129207595
ee,ie,83.00000000000001,65.56570265639215
is,pt,82.0,56.79641365384661
bg,ee,82.0,29.439716600467463
cy,fi,82.0,73.15751698932696
cy,cz,81.0,76.69635964251226
cy,ro,81.0,83.447667716988
lt,no,79.99999999999999,138.15433166645704
at,lu,78.99999999999999,82.75548720896617
ee,sk,78.99999999999999,43.20875942558311
hu,mt,78.99999999999999,24.874191994240622
hr,se,77.99999999999999,284.2283718006028
lv,si,76.0,29.500050775623915
hr,si,75.00000000000001,61.350769521654165
be,is,75.00000000000001,49.738966807729305
hr,hu,74.00000000000001,180.77323328334603
lv,pt,73.0,114.8431265240728
ie,lt,70.99999999999999,90.22379491452715
lv,ro,70.99999999999999,103.13905040027728
mt,pl,68.99999999999999,90.7838745548885
lt,pt,68.99999999999999,155.684555098248
ch,lv,68.99999999999999,101.92482907426283
mt,nl,68.00000000000001,101.10387021588744
hr,ro,67.0,197.13737108875912
es,lu,66.00000000000001,219.7269578948222
cy,no,66.00000000000001,78.99909321266684
lv,no,66.00000000000001,102.75394708521776
lv,sk,64.99999999999999,55.22376286711383
gr,lu,63.999999999999986,79.76847960198371
bg,cy,63.999999999999986,31.953916884655204
gr,is,63.0,41.952741074844354
at,mt,62.0,34.01808241805909
dk,hr,62.0,164.3790547264717
lu,pl,60.0,184.18165636631483
cy,si,60.0,23.551891454711274
is,pl,60.0,106.83732427016082
be,mt,57.00000000000001,39.031434954011225
mt,pt,56.00000000000001,48.41283769132003
bg,lv,56.00000000000001,38.82945184265049
hr,no,56.00000000000001,182.7429891811766
lu,se,54.000000000000014,125.3650771626305
cy,sk,52.00000000000001,43.29130677657329
hr,pt,52.00000000000001,216.4400984636455
bg,hr,52.00000000000001,85.25932134680596
cy,ie,48.99999999999999,65.383532073862
ch,lu,48.99999999999999,91.839289945256
mt,se,48.99999999999999,61.85168625744147
cy,lt,47.99999999999999,23.50586730463065
dk,mt,47.00000000000001,26.85963633171118
cy,ee,46.0,12.410736889259084
fi,hr,46.0,144.26491910544595
ie,is,45.00000000000001,29.21903435304487
ch,hr,45.00000000000001,225.05246642575065
fi,is,45.00000000000001,31.40414600116781
mt,ro,44.0,42.00404892268287
cz,hr,42.00000000000001,164.55808153685948
bg,mt,42.00000000000001,13.97059451588954
cy,mt,42.00000000000001,5.924134465998331
ee,mt,42.00000000000001,5.594807124605578
cy,lv,42.00000000000001,16.3173105166628
ie,lv,40.99999999999999,62.76461065624086
ch,is,40.99999999999999,45.103842956493324
mt,sk,40.000000000000014,22.123304097545358
cz,mt,37.99999999999999,26.07856574002767
fi,lu,37.0,57.103638123395584
mt,si,36.0,12.246445878419431
ch,mt,36.0,36.51070696406993
lt,mt,34.0,9.646558957902945
lu,si,34.0,24.47904193483664
mt,no,33.0,39.99561448533813
hr,sk,33.0,106.25771100920075
at,is,30.999999999999996,41.85987235195392
lu,no,30.999999999999996,80.46950654737225
hr,ie,29.999999999999996,153.5108793872432
ie,mt,29.999999999999996,21.98924983622726
cy,hr,29.999999999999996,34.964541373066105
ie,lu,29.0,54.09036625532977
cz,lu,29.0,63.880813913991815
lv,mt,29.0,7.101940212561395
lu,pt,28.0,95.85798857589616
ee,hr,27.000000000000004,34.11391325395517
cz,is,27.000000000000004,32.50649959267533
fi,mt,26.0,23.81426211912007
hu,is,22.999999999999996,30.47013352840196
hr,lv,22.999999999999996,38.13346333826648
hu,lu,22.999999999999996,58.91048011839965
dk,lu,21.999999999999996,66.85175979259024
lu,sk,21.0,44.27690008701622
is,ro,20.000000000000004,47.90545669681432
ee,is,18.999999999999996,7.232066475657245
is,si,18.999999999999996,13.914628697609736
lu,ro,17.0,81.86447803900438
hr,lt,16.0,55.17637857245872
is,lv,16.0,9.876659129395723
cy,lu,15.000000000000004,13.414958801595109
bg,is,13.999999999999998,16.814341819186655
bg,lu,13.999999999999998,31.97086669457275
cy,is,13.999999999999998,7.1551653904890005
is,lt,12.999999999999998,14.157736051525207
lu,lv,12.999999999999998,16.575181834051556
lt,lu,12.999999999999998,23.188025363282435
ee,lu,12.000000000000002,13.432004918793155
is,sk,10.999999999999996,25.544010020629294
hr,mt,9.0,13.762359345210879
de,li,7.999999999999999,53.62719575119886
is,mt,7.0,3.4093930297647663
is,lu,7.0,8.213081670646813
hr,lu,6.0,32.27299581214646
li,nl,6.0,38.09839744616185
gb,li,5.000000000000001,43.40209253630461
it,li,5.000000000000001,40.306920312193014
li,no,4.0,14.437538605126994
ch,li,3.0,12.927120375145243
hr,is,3.0,16.595141579567343
lu,mt,3.0,5.82750005749623
fr,li,2.0,41.483166725868024
at,li,2.0,11.161706109955025
fi,li,2.0,7.414409729458748
gr,li,2.0,10.546055227339384
