source,target,real collaborations,weight
es,it,22497.00000000002,7797.086811231234
de,fr,21738.99999999998,14558.545103765131
de,es,21310.0,9939.70387609363
de,it,18935.99999999999,12895.671488774155
es,fr,18571.0,10727.828560589796
fr,it,17362.999999999985,10713.531602565065
de,nl,14420.999999999989,7916.940120422852
be,es,11809.999999999989,3127.110502806986
es,gr,11649.999999999996,1946.2584391695768
es,nl,11197.999999999998,4318.5734691715015
be,de,11097.999999999993,6076.254682859858
fr,nl,10654.999999999998,5983.692333150925
be,fr,10353.0,4602.496767196946
it,nl,10249.999999999996,5276.823096276296
be,it,10173.000000000004,3938.6173676925137
gr,it,9741.0,2885.7333641252635
de,gb,9472.999999999996,16500.468308766413
es,gb,8534.000000000002,9864.911197784742
at,de,8139.000000000001,5187.380048409306
de,gr,7960.9999999999945,3206.0736072368495
fr,gb,7908.000000000001,13664.579591675212
be,nl,7678.000000000003,2585.569900721949
gb,it,7386.000000000002,11083.69444916735
es,pt,6896.999999999997,2380.4489638185014
fr,gr,6561.999999999998,2660.9064385886845
ch,de,6346.999999999997,6279.570254180113
de,se,6247.999999999997,5101.165419350839
at,es,6165.999999999999,2656.96976128713
gb,nl,5826.999999999999,6843.158131598935
at,it,5683.999999999998,3623.603938777732
es,se,5633.999999999997,2973.4196148689525
de,fi,5554.999999999998,3046.271937492619
at,fr,5437.000000000003,3880.024494081695
it,pt,5267.999999999997,2468.0572311131455
ch,es,5118.999999999999,3332.997529184905
it,se,5050.0,3627.8400513123806
ch,fr,5032.999999999999,4894.607167946482
de,pt,5010.000000000002,3275.7102240302597
es,fi,5008.000000000001,1793.5259242239144
be,gr,5008.000000000001,975.6371939387893
fr,se,4962.000000000002,4087.2751620961535
fr,pt,4892.000000000002,3146.576585298816
ch,it,4806.000000000001,4420.0963967805965
be,gb,4677.999999999998,5293.969670415945
de,dk,4576.999999999999,4058.7042590134865
es,pl,4473.999999999998,4016.456110695434
fi,fr,4417.000000000001,2673.4329429104996
dk,es,4330.999999999998,2201.96919301679
fi,it,4314.000000000001,2320.4321112210746
es,no,4300.000000000001,2287.982358982504
gr,nl,4220.0,1511.7604182016767
de,no,4207.999999999999,3843.7330199447374
at,nl,3982.0,1960.801668994136
de,pl,3894.0000000000014,7221.843372105807
it,pl,3826.0000000000005,5083.76637480109
fr,pl,3768.9999999999977,5526.004006269092
dk,it,3671.0000000000005,2793.5755828282013
fr,no,3671.0000000000005,3140.740368379994
ch,nl,3663.9999999999977,2439.2018106281057
gb,gr,3573.0,2791.6023381637415
es,ie,3567.000000000001,2588.4429136639037
dk,fr,3562.0000000000014,3218.7506202088803
nl,se,3439.9999999999986,2116.9339693027027
cz,de,3435.999999999998,4493.60843608655
it,no,3381.000000000001,2768.394685277378
fi,nl,3226.9999999999995,1343.686118530123
at,be,3141.000000000001,1413.1030168952273
be,pt,3091.000000000002,1029.6324856019799
gr,pt,3066.9999999999986,713.6872006165202
be,fi,2983.0000000000014,928.6718272912728
be,se,2964.9999999999995,1555.521367024127
cz,fr,2922.9999999999995,3261.7515076946524
nl,pt,2900.0,1369.5774561714973
dk,nl,2854.000000000001,1731.4478721892838
it,si,2809.9999999999995,1065.8026935029081
de,ie,2777.0,4197.743346920442
be,ch,2744.9999999999995,1949.7836814819948
ie,it,2728.0,2905.0743567644895
cz,es,2715.000000000001,2233.9448078562677
cz,it,2708.0000000000005,2970.633871834286
es,si,2708.0000000000005,788.2312570236963
ch,gb,2665.0000000000005,5293.361285094133
be,dk,2623.999999999999,1224.4876132558024
