,country,count_proj
10,fr,1676
11,gb,1526
5,de,1269
15,it,848
19,nl,571
1,be,547
8,es,334
6,dk,324
13,ie,258
12,gr,228
21,pt,161
23,se,27
9,fi,25
4,ch,12
20,no,12
17,lu,10
7,dz,7
24,us,6
2,br,6
16,kz,4
0,at,3
18,mc,1
14,in,1
3,ca,1
22,qa,1
