Population 1,Population 2,GDP capita 1,GDP capita 2,Distance,collaboration,source,target,real collaborations,estimated collaborations
7.909912475064388,7.778935427928584,4.539466228499044,4.547325281596437,3.142652960617344,4.340285439470468,de,fr,21892.000000000015,15779.866937395595
7.909912475064388,7.778121225120576,4.539466228499044,4.606240675336489,2.974257674185951,4.328461153430885,de,gb,21303.999999999996,17156.168094949266
7.909912475064388,7.762383413236632,4.539466228499044,4.494464882465529,2.97424014345038,4.253749808139813,de,it,17937.000000000015,14786.801564196812
7.778935427928584,7.778121225120576,4.547325281596437,4.606240675336489,3.105039958943774,4.221309890296929,fr,gb,16645.999999999985,13742.59592003921
7.778935427928584,7.762383413236632,4.547325281596437,4.494464882465529,3.0903048711638883,4.141951195862753,fr,it,13866.000000000011,11868.279948143003
7.778121225120576,7.762383413236632,4.606240675336489,4.494464882465529,3.219991690762254,4.122641769625536,gb,it,13262.999999999998,12230.858545564533
7.909912475064388,7.633060956836428,4.539466228499044,4.39593936655246,3.206704332185385,4.092404806899008,de,es,12371.00000000001,10068.416408124802
7.909912475064388,7.2094087334325065,4.539466228499044,4.609067949941403,2.5496720667931445,4.0279608597854475,de,nl,10664.999999999998,6109.878031785611
7.633060956836428,7.778121225120576,4.39593936655246,4.606240675336489,3.1787688187309704,3.9962051061783246,es,gb,9913.000000000002,9488.493396180786
7.633060956836428,7.778935427928584,4.39593936655246,4.547325281596437,2.3848834627392086,3.9959859979137993,es,fr,9907.999999999998,9941.232122898029
7.633060956836428,7.762383413236632,4.39593936655246,4.494464882465529,3.1269103942835326,3.968015713993642,es,it,9290.000000000002,8235.657189099311
7.778121225120576,7.2094087334325065,4.606240675336489,4.609067949941403,2.769366635059726,3.9527440240148985,gb,nl,8969.000000000004,5071.620969824993
7.019372386329993,7.909912475064388,4.547906612106203,4.539466228499044,2.6074890751700948,3.8927066378056656,be,de,7811.000000000001,5202.004888706143
7.909912475064388,6.95444817155512,4.539466228499044,4.6311464845601105,3.131697702612876,3.887392218971847,de,se,7716.000000000003,3541.5187520310483
7.778935427928584,7.2094087334325065,4.547325281596437,4.609067949941403,3.1010753554920303,3.8641549560020256,fr,nl,7314.000000000001,4623.365305860998
7.019372386329993,7.778935427928584,4.547906612106203,4.547325281596437,3.031022177441387,3.8361341494653747,be,fr,6856.999999999997,3851.048342127667
7.019372386329993,7.778121225120576,4.547906612106203,4.606240675336489,2.7946962489302845,3.7895807121644256,be,gb,6160.000000000002,4225.602897042995
7.762383413236632,7.2094087334325065,4.494464882465529,4.609067949941403,3.0688619371878407,3.7782236267660965,it,nl,6001.0,4327.2586756036935
6.868124207680157,7.909912475064388,4.738164961602241,4.539466228499044,2.7061069285781145,3.769894035812169,ch,de,5887.000000000001,4713.787935390705
6.912286637751925,7.909912475064388,4.566939544828012,4.539466228499044,2.6796964182191734,3.76774936734558,at,de,5858.000000000002,4405.3948069085045
7.778121225120576,6.95444817155512,4.606240675336489,4.6311464845601105,3.1756873145866567,3.7657430414210444,gb,se,5831.0,3010.4484394437072
7.909912475064388,7.045912944502769,4.539466228499044,4.336038430370004,3.2188458196994363,3.7460890430562004,de,gr,5573.000000000003,3052.5676074927087
7.778935427928584,6.95444817155512,4.547325281596437,4.6311464845601105,3.4144103076723495,3.7236198355154633,fr,se,5291.999999999999,2779.1246777174374
7.019372386329993,7.762383413236632,4.547906612106203,4.494464882465529,3.0213240965325507,3.7197454925295768,be,it,5245.000000000001,3532.0033919299344
7.633060956836428,7.2094087334325065,4.39593936655246,4.609067949941403,3.176137975377897,3.6768764319731373,es,nl,4752.000000000002,3191.598836711773
7.045912944502769,7.762383413236632,4.336038430370004,4.494464882465529,2.9911262964243983,3.668012971641832,gr,it,4655.999999999998,3103.7110263300783
7.778935427928584,7.045912944502769,4.547325281596437,4.336038430370004,3.3394950838203306,3.663135314957754,fr,gr,4603.999999999999,2448.5521796754497
7.909912475064388,7.586542747822729,4.539466228499044,3.820180096613175,2.80227722797183,3.6595359071542166,de,pl,4566.000000000002,5285.451558741394
7.778121225120576,7.045912944502769,4.606240675336489,4.336038430370004,3.40482923739344,3.646501750031612,gb,gr,4431.000000000002,2545.4289415963704
6.733645216280641,7.778121225120576,4.666676558305355,4.606240675336489,2.928304494167972,3.6191977157929474,dk,gb,4161.000000000001,2892.587812525227
6.868124207680157,7.778121225120576,4.738164961602241,4.606240675336489,3.0453327250307036,3.61857102812013,ch,gb,4155.000000000002,3751.0493403328824
7.762383413236632,6.95444817155512,4.494464882465529,4.6311464845601105,3.3524057193551546,3.617629297757842,it,se,4145.999999999999,2611.6424076537755
7.909912475064388,6.733645216280641,4.539466228499044,4.666676558305355,2.7398842869261575,3.6175245348862926,de,dk,4145.000000000002,2536.767895190396
6.868124207680157,7.778935427928584,4.738164961602241,4.547325281596437,2.997900694110453,3.617210094557434,ch,fr,4142.000000000001,3552.396961007054
7.909912475064388,6.718347457879733,4.539466228499044,4.577174437874938,3.2438427844255684,3.594060901270418,de,fi,3926.9999999999986,2092.7858053601462
7.019372386329993,7.633060956836428,4.547906612106203,4.39593936655246,3.117390455732795,3.574031267727719,be,es,3750.0,2449.768707876644
7.778121225120576,7.586542747822729,4.606240675336489,3.820180096613175,3.174244444893691,3.5466660250701842,gb,pl,3521.0,4297.800229881235
7.019372386329993,7.2094087334325065,4.547906612106203,4.609067949941403,2.288359127411691,3.5439439424829065,be,nl,3499.0,1521.619388292988
6.912286637751925,7.778121225120576,4.566939544828012,4.606240675336489,3.1398056406750166,3.5308397786165204,at,gb,3394.9999999999995,3448.7555627356037
6.868124207680157,7.762383413236632,4.738164961602241,4.494464882465529,2.7405914059743814,3.5272431163880884,ch,it,3366.9999999999986,3369.1276070863605
7.778121225120576,6.662028738235506,4.606240675336489,4.76165506179085,3.287913562470449,3.503790683057181,gb,no,3189.999999999999,1940.9399684580678
6.912286637751925,7.778935427928584,4.566939544828012,4.547325281596437,3.161213371628721,3.5020172148271476,at,fr,3177.000000000001,3235.824333299526
7.633060956836428,7.045912944502769,4.39593936655246,4.336038430370004,3.3530899865294352,3.49373680227684,es,gr,3116.9999999999995,1704.4031812764606
7.633060956836428,6.95444817155512,4.39593936655246,4.6311464845601105,3.4528958245282046,3.4913616938342726,es,se,3099.9999999999995,1928.0043490043051
7.778935427928584,7.586542747822729,4.547325281596437,3.820180096613175,3.2969672585512217,3.490379920003179,fr,pl,3092.999999999999,4030.335477934629
6.718347457879733,7.778121225120576,4.577174437874938,4.606240675336489,3.302708029235781,3.4795753101749884,fi,gb,3017.0,2490.548335400648
7.762383413236632,7.586542747822729,4.494464882465529,3.820180096613175,3.070053854314295,3.473194909204938,it,pl,2973.000000000001,3872.9305961759633
7.011189814584288,7.909912475064388,4.067320172134225,4.539466228499044,2.589740642365001,3.4620983811351556,cz,de,2897.9999999999986,3451.996422196473
6.733645216280641,7.778935427928584,4.666676558305355,4.547325281596437,3.247624809711319,3.4583356259919475,dk,fr,2873.0000000000005,2606.745813512174
7.909912475064388,6.662028738235506,4.539466228499044,4.76165506179085,3.306799655039086,3.4581844355702627,de,no,2871.9999999999995,2263.9916153784006
7.2094087334325065,6.95444817155512,4.609067949941403,4.6311464845601105,3.127591963019316,3.4577305482459986,nl,se,2869.000000000001,1216.678038311022
6.912286637751925,7.762383413236632,4.566939544828012,4.494464882465529,2.749251925294965,3.442636525782232,at,it,2771.0000000000005,3133.7971956640386
7.909912475064388,7.021252287882425,4.539466228499044,4.256086691789695,3.281752616446932,3.437750562820388,de,pt,2740.0,2652.232446946249
6.718347457879733,7.778935427928584,4.577174437874938,4.547325281596437,3.486483158377324,3.4129642719966626,fi,fr,2587.999999999999,2285.988485935662
7.909912475064388,7.00408476934853,4.539466228499044,4.013452740050452,2.8987858456714406,3.39776625612645,de,hu,2499.0000000000005,2090.2169969739907
7.778935427928584,6.662028738235506,4.547325281596437,4.76165506179085,3.4992757710190956,3.386855529184724,fr,no,2436.9999999999995,1798.4448464668117
7.778935427928584,7.021252287882425,4.547325281596437,4.256086691789695,2.7296653859863675,3.381656482585787,fr,pt,2407.9999999999995,2330.2206575503633
7.778121225120576,7.021252287882425,4.606240675336489,4.256086691789695,3.2136195597808475,3.377306251068199,gb,pt,2384.0000000000014,2288.987698992282
6.733645216280641,7.762383413236632,4.666676558305355,4.494464882465529,3.173036340624967,3.367169488534681,dk,it,2329.0000000000005,2411.8754934097383
6.733645216280641,7.2094087334325065,4.666676558305355,4.609067949941403,2.7046385498352095,3.3600250891893975,dk,nl,2290.9999999999995,1002.5114861041658
7.633060956836428,7.586542747822729,4.39593936655246,3.820180096613175,3.339591312234837,3.356790460351716,es,pl,2274.0000000000005,2794.460180821376
7.011189814584288,7.778121225120576,4.067320172134225,4.606240675336489,3.1241070940882008,3.346548558548474,cz,gb,2221.0,2675.366611270171
7.762383413236632,7.021252287882425,4.494464882465529,4.256086691789695,3.236753845188437,3.345569756056392,it,pt,2215.999999999999,2027.464141759822
6.718347457879733,7.762383413236632,4.577174437874938,4.494464882465529,3.411614097607095,3.343802333161655,fi,it,2206.999999999999,2115.177075795868
6.868124207680157,7.633060956836428,4.738164961602241,4.39593936655246,3.074016164733494,3.341038631677523,ch,es,2193.0,2262.92536814694
7.019372386329993,6.95444817155512,4.547906612106203,4.6311464845601105,3.186128898889879,3.3364597338485296,be,se,2170.0000000000005,845.0931167915065
7.778121225120576,6.605516322652075,4.606240675336489,4.683117637771344,2.545776192011412,3.3140779917792127,gb,ie,2060.999999999999,1771.5102493742922
7.778121225120576,7.00408476934853,4.606240675336489,4.013452740050452,3.2386509316831047,3.3044905277734875,gb,hu,2015.999999999999,1707.034772625256
6.733645216280641,7.633060956836428,4.666676558305355,4.39593936655246,3.3024723268760674,3.2971036501492565,dk,es,1982.0,1665.3192073733571
7.045912944502769,7.2094087334325065,4.336038430370004,4.609067949941403,3.2966298638052134,3.2960066693136723,gr,nl,1976.9999999999998,1161.7915098619228
6.912286637751925,7.633060956836428,4.566939544828012,4.39593936655246,3.211522374585131,3.295127085252191,at,es,1972.999999999999,2068.4760794578137
6.868124207680157,7.2094087334325065,4.738164961602241,4.609067949941403,2.806690729813409,3.295127085252191,ch,nl,1972.999999999999,1302.6742495158417
7.011189814584288,7.778935427928584,4.067320172134225,4.547325281596437,3.209359638062898,3.2898118391176214,cz,fr,1949.0,2488.5892606684056
7.762383413236632,6.662028738235506,4.494464882465529,4.76165506179085,3.4692594530422443,3.285782273779395,it,no,1931.000000000001,1682.7617528896346
7.909912475064388,6.605516322652075,4.539466228499044,4.683117637771344,3.10352638890388,3.2748503200166645,de,ie,1882.9999999999989,1921.027568858959
7.778935427928584,7.00408476934853,4.547325281596437,4.013452740050452,3.2620371709754825,3.274388795550379,fr,hu,1881.0000000000005,1622.4676282228957
7.633060956836428,7.021252287882425,4.39593936655246,4.256086691789695,2.5880007817118607,3.269512944217916,es,pt,1859.9999999999989,1656.4781029001872
6.912286637751925,7.2094087334325065,4.566939544828012,4.609067949941403,2.9056798908166144,3.26030994579492,at,nl,1821.0000000000002,1196.9610392828574
7.2094087334325065,7.586542747822729,4.609067949941403,3.820180096613175,2.9738981304910475,3.26030994579492,nl,pl,1821.0000000000002,1773.1257869219762
7.00408476934853,7.762383413236632,4.013452740050452,4.494464882465529,2.877031775230831,3.247236549506764,hu,it,1767.0,2254.011088325093
7.011189814584288,7.762383413236632,4.067320172134225,4.494464882465529,2.9130029292420194,3.2350231594952237,cz,it,1718.0000000000007,2372.707925961933
7.633060956836428,6.718347457879733,4.39593936655246,4.577174437874938,3.518915653619408,3.230704313612569,es,fi,1701.0,1146.4479595347784
7.019372386329993,7.045912944502769,4.547906612106203,4.336038430370004,3.2827275518582395,3.2265999052073573,be,gr,1684.9999999999995,727.4863291765548
7.2094087334325065,6.662028738235506,4.609067949941403,4.76165506179085,3.289901204380818,3.2174839442139063,nl,no,1650.0,779.1352506491176
7.633060956836428,6.662028738235506,4.39593936655246,4.76165506179085,3.531420311505685,3.196728722623287,es,no,1572.9999999999998,1248.7336227384137
6.733645216280641,6.95444817155512,4.666676558305355,4.6311464845601105,2.92523118803508,3.1835545336188615,dk,se,1525.9999999999995,610.2254094510683
7.778935427928584,6.605516322652075,4.547325281596437,4.683117637771344,3.0974445833241324,3.1760912590556813,fr,ie,1500.0000000000005,1567.5685222013897
7.019372386329993,6.868124207680157,4.547906612106203,4.738164961602241,2.7006393035977494,3.173186268412274,be,ch,1490.0,856.2861420394302
6.718347457879733,6.95444817155512,4.577174437874938,4.6311464845601105,2.708957267611294,3.1693804953119495,fi,se,1477.0000000000002,569.1371346639329
6.718347457879733,7.2094087334325065,4.577174437874938,4.609067949941403,3.256074372860086,3.164352855784437,fi,nl,1460.0000000000002,842.7375860052545
6.868124207680157,6.95444817155512,4.738164961602241,4.6311464845601105,3.269743368475902,3.153814864344529,ch,se,1424.9999999999998,767.3362263053372
7.633060956836428,7.00408476934853,4.39593936655246,4.013452740050452,3.2990336979299193,3.1389339402569236,es,hu,1376.9999999999998,1125.8059439284418
7.019372386329993,7.586542747822729,4.547906612106203,3.820180096613175,3.015632684641346,3.12515582958053,be,pl,1333.9999999999993,1234.4003437782123
6.912286637751925,7.019372386329993,4.566939544828012,4.547906612106203,2.8865839469701857,3.121887985103681,at,be,1323.9999999999993,780.6699321136479
7.045912944502769,6.95444817155512,4.336038430370004,4.6311464845601105,3.4270784875420723,3.12057393120585,gr,se,1320.0000000000005,715.8590470660095
7.011189814584288,7.633060956836428,4.067320172134225,4.39593936655246,3.2589328865111225,3.1126050015345745,cz,es,1296.0,1590.9701608534258
7.909912475064388,6.3003195605719355,4.539466228499044,4.23642549389563,2.81533941144836,3.1112625136590655,de,si,1292.0000000000007,692.3033577707724
6.605516322652075,7.762383413236632,4.683117637771344,4.494464882465529,3.2761381774935887,3.110589710299249,ie,it,1289.9999999999995,1962.0814079552554
7.019372386329993,6.733645216280641,4.547906612106203,4.666676558305355,2.843486556825603,3.1055101847699738,be,dk,1274.9999999999993,601.3199687830042
7.909912475064388,7.32816121871376,4.539466228499044,3.54674749760838,3.0894598671155413,3.1017470739463664,de,ro,1264.0000000000005,2316.277812113813
6.912286637751925,6.95444817155512,4.566939544828012,4.6311464845601105,3.2302275201610193,3.0927206446840994,at,se,1238.0000000000005,718.4073858014291
7.00408476934853,7.2094087334325065,4.013452740050452,4.609067949941403,3.0588001005440817,3.072249897613515,hu,nl,1181.0000000000002,857.9771985794509
6.662028738235506,6.95444817155512,4.76165506179085,4.6311464845601105,2.8508747928979155,3.0629578340845103,no,se,1156.0,594.434414774747
7.586542747822729,6.95444817155512,3.820180096613175,4.6311464845601105,3.0785932922111754,3.0610753236297916,pl,se,1150.9999999999995,1166.3766894805597
7.011189814584288,7.2094087334325065,4.067320172134225,4.609067949941403,2.8711033207762253,3.0437551269686796,cz,nl,1106.0000000000002,930.9160019880832
7.762383413236632,7.32816121871376,4.494464882465529,3.54674749760838,3.032157967006041,3.040602340114073,it,ro,1098.0000000000002,1773.5987963320263
7.019372386329993,6.718347457879733,4.547906612106203,4.577174437874938,3.299471287906929,3.0394141191761372,be,fi,1095.0000000000002,499.3090361304437
7.2094087334325065,7.021252287882425,4.609067949941403,4.256086691789695,3.2432747320848225,3.037027879755775,nl,pt,1089.0000000000002,915.4149409419769
7.633060956836428,6.605516322652075,4.39593936655246,4.683117637771344,3.165748737762624,3.0362295440862948,es,ie,1087.0000000000005,1083.113239030947
7.778935427928584,7.32816121871376,4.547325281596437,3.54674749760838,3.3512807849984116,3.03382569395331,fr,ro,1080.9999999999995,1822.7918638191388
6.912286637751925,6.868124207680157,4.566939544828012,4.738164961602241,2.66318303402693,3.028977705208778,at,ch,1068.9999999999995,736.0014781515035
6.868124207680157,7.045912944502769,4.738164961602241,4.336038430370004,3.165812676450127,3.0086001717619175,ch,gr,1019.9999999999999,678.7228573315824
7.019372386329993,6.662028738235506,4.547906612106203,4.76165506179085,3.330804920557521,3.0086001717619175,be,no,1019.9999999999999,542.4730607289554
6.912286637751925,7.045912944502769,4.566939544828012,4.336038430370004,3.071383565675785,3.00774777800074,at,gr,1018.0000000000001,640.1845595518913
7.019372386329993,7.021252287882425,4.547906612106203,4.256086691789695,3.1966040500346686,2.9872192299080047,be,pt,970.9999999999997,644.9568709483655
6.733645216280641,6.662028738235506,4.666676558305355,4.76165506179085,3.1719386752904413,2.983175072037813,dk,no,962.0000000000005,386.33744357812003
7.778935427928584,6.3003195605719355,4.547325281596437,4.23642549389563,3.168902953887863,2.978180516937414,fr,si,950.9999999999998,538.0845492066582
