Population 1,Population 2,GDP capita 1,GDP capita 2,Distance,collaboration,source,target,real collaborations,estimated collaborations
7.910095160950016,7.764016019391711,4.487365922816725,4.388795589399414,2.974257674185951,4.0258381642297,de,gb,10613.000000000002,6563.730040642353
7.910095160950016,7.760597221635199,4.487365922816725,4.445060447330815,3.142652960617344,4.0135955235372895,de,fr,10318.000000000002,6309.378031922372
7.760597221635199,7.764016019391711,4.445060447330815,4.388795589399414,3.105039958943774,4.009110806132212,fr,gb,10211.999999999989,4246.30009404531
7.760597221635199,7.755104420019668,4.445060447330815,4.362970580084042,3.0903048711638883,3.858115932190066,fr,it,7213.000000000002,3997.952484731237
7.764016019391711,7.755104420019668,4.388795589399414,4.362970580084042,3.219991690762254,3.840983837320378,gb,it,6934.000000000001,3272.153605413035
7.910095160950016,7.755104420019668,4.487365922816725,4.362970580084042,2.97424014345038,3.839980557678343,de,it,6918.000000000002,6095.026567535449
7.764016019391711,7.1914123622128425,4.388795589399414,4.462272981747369,2.769366635059726,3.7496590320949,gb,nl,5619.000000000002,2163.4293052136504
7.910095160950016,7.1914123622128425,4.487365922816725,4.462272981747369,2.5496720667931445,3.7248490876293854,de,nl,5306.999999999998,3932.404462608063
7.602021728298595,7.764016019391711,4.205911553558217,4.388795589399414,3.1787688187309704,3.6870828446043706,es,gb,4864.999999999999,2125.908476992895
7.602021728298595,7.760597221635199,4.205911553558217,4.445060447330815,2.3848834627392086,3.680698029697635,es,fr,4794.0,5044.448268833628
7.910095160950016,7.602021728298595,4.487365922816725,4.205911553558217,3.206704332185385,3.6399842480415887,de,es,4365.000000000002,2593.4667515632814
7.760597221635199,7.1914123622128425,4.445060447330815,4.462272981747369,3.1010753554920303,3.589726256254237,fr,nl,3888.0000000000014,1713.8872691452962
7.602021728298595,7.755104420019668,4.205911553558217,4.362970580084042,3.1269103942835326,3.5893910231369333,es,it,3885.000000000002,2072.5785189580233
7.764016019391711,6.943766137051818,4.388795589399414,4.521238375816108,3.1756873145866567,3.5375672571526753,gb,se,3448.000000000001,1058.1836336614092
7.005319104140436,7.760597221635199,4.440598539180334,4.445060447330815,3.031022177441387,3.514149134475437,be,fr,3266.9999999999986,1444.4611559028524
7.910095160950016,6.943766137051818,4.487365922816725,4.521238375816108,3.131697702612876,3.5098742850047193,de,se,3235.000000000001,1630.8771625314962
7.005319104140436,7.910095160950016,4.440598539180334,4.487365922816725,2.6074890751700948,3.500099191915723,be,de,3163.000000000001,3126.5364187825053
7.005319104140436,7.764016019391711,4.440598539180334,4.388795589399414,2.7946962489302845,3.4840149626675627,be,gb,3047.9999999999986,1601.6706572086373
7.764016019391711,7.033576897712814,4.388795589399414,4.130364112370779,3.40482923739344,3.444513206334043,gb,gr,2782.9999999999995,423.7363398555579
7.755104420019668,7.1914123622128425,4.362970580084042,4.462272981747369,3.0688619371878407,3.414639146737009,it,nl,2597.9999999999995,1547.9364172812896
6.720655521808345,7.764016019391711,4.5526543097853756,4.388795589399414,2.928304494167972,3.377670439334323,dk,gb,2385.999999999999,1039.347097238832
7.033576897712814,7.755104420019668,4.130364112370779,4.362970580084042,2.9911262964243983,3.3723595825243238,gr,it,2357.0,814.6864800816969
7.760597221635199,6.943766137051818,4.445060447330815,4.521238375816108,3.4144103076723495,3.370883016777606,fr,se,2349.000000000001,914.790478376338
7.910095160950016,7.033576897712814,4.487365922816725,4.130364112370779,3.2188458196994363,3.366236123718293,de,gr,2324.0000000000005,746.2137416952318
7.760597221635199,7.033576897712814,4.445060447330815,4.130364112370779,3.3394950838203306,3.3416323357780544,fr,gr,2196.0000000000005,487.366440885788
