Population 1,Population 2,GDP capita 1,GDP capita 2,Distance,collaboration,source,target,real collaborations,estimated collaborations
7.917108150555272,7.8071566618028,4.650018145096109,4.607005978295677,3.142652960617344,4.609199416490486,de,fr,40663.00000000004,34336.2089282644
7.917108150555272,7.668238343331752,4.650018145096109,4.450107521827389,3.206704332185385,4.578891233889098,de,es,37922.00000000001,22629.31178398873
7.668238343331752,7.7781803760902255,4.450107521827389,4.514473512294317,3.1269103942835326,4.577801899444762,es,it,37827.00000000003,17148.558753602694
7.917108150555272,7.7781803760902255,4.650018145096109,4.514473512294317,2.97424014345038,4.572104523139882,de,it,37334.0,28948.543518750743
7.668238343331752,7.8071566618028,4.450107521827389,4.607005978295677,2.3848834627392086,4.516085643024291,es,fr,32816.0,18239.210976799557
7.917108150555272,7.819970177164731,4.650018145096109,4.608729563007837,2.974257674185951,4.507747959039815,de,gb,32192.000000000022,34535.85984336805
7.8071566618028,7.7781803760902255,4.607005978295677,4.514473512294317,3.0903048711638883,4.498641318833695,fr,it,31523.999999999967,23900.280651529007
7.8071566618028,7.819970177164731,4.607005978295677,4.608729563007837,3.105039958943774,4.405158461126545,fr,gb,25418.999999999978,28563.533982710487
7.917108150555272,7.2357103075140285,4.650018145096109,4.685387855448707,2.5496720667931445,4.402966001582279,de,nl,25291.00000000002,11800.56008434958
7.668238343331752,7.819970177164731,4.450107521827389,4.608729563007837,3.1787688187309704,4.391323326974091,es,gb,24621.999999999993,20585.77180360555
7.819970177164731,7.7781803760902255,4.608729563007837,4.514473512294317,3.219991690762254,4.38388714426039,gb,it,24203.99999999998,24801.69701035649
7.8071566618028,7.2357103075140285,4.607005978295677,4.685387855448707,3.1010753554920303,4.266490408311144,fr,nl,18471.0,10264.045817039902
7.056313618101543,7.917108150555272,4.645051177154913,4.650018145096109,2.6074890751700948,4.261239071182586,be,de,18249.000000000004,10624.459385575925
7.668238343331752,7.2357103075140285,4.450107521827389,4.685387855448707,3.176137975377897,4.2491494200445175,es,nl,17748.000000000007,7398.491159801153
7.7781803760902255,7.2357103075140285,4.514473512294317,4.685387855448707,3.0688619371878407,4.231214647962601,it,nl,17030.000000000015,9114.900826799098
7.056313618101543,7.668238343331752,4.645051177154913,4.450107521827389,3.117390455732795,4.209220023064993,be,es,16188.999999999995,5740.7040089514185
