,source,target,weight,population_1,gdp_1,population_2,gdp_2,distance
0,de,fr,7255,80205024.0,2131571696931.75,56864048.0,1401465923172.24,1388.8423808022078
1,de,gb,7039,80205024.0,2131571696931.75,57509240.0,1179713014951.83,942.4486012041631
2,fr,gb,6730,56864048.0,1401465923172.24,57509240.0,1179713014951.83,1273.6202599845476
3,fr,it,4787,56864048.0,1401465923172.24,56833184.0,1320161644933.23,1231.1327126024544
4,de,it,4079,80205024.0,2131571696931.75,56833184.0,1320161644933.23,942.4105590819394
5,gb,it,3915,57509240.0,1179713014951.83,56833184.0,1320161644933.23,1659.5551553181333
6,es,fr,3199,39202248.0,630916018202.503,56864048.0,1401465923172.24,242.59590332635463
7,gb,nl,3180,57509240.0,1179713014951.83,15150688.0,362962872180.451,587.9855253968492
8,de,nl,3141,80205024.0,2131571696931.75,15150688.0,362962872180.451,354.5455728579468
9,fr,nl,2678,56864048.0,1401465923172.24,15150688.0,362962872180.451,1262.0464963514944
10,es,gb,2670,39202248.0,630916018202.503,57509240.0,1179713014951.83,1509.2765304449847
11,de,es,2643,80205024.0,2131571696931.75,39202248.0,630916018202.503,1609.5494803163838
12,be,fr,2169,10016455.0,234781652446.675,56864048.0,1401465923172.24,1074.0442574898536
13,es,it,2153,39202248.0,630916018202.503,56833184.0,1320161644933.23,1339.4003074317754
14,be,de,1977,10016455.0,234781652446.675,80205024.0,2131571696931.75,405.0317562925552
15,be,gb,1735,10016455.0,234781652446.675,57509240.0,1179713014951.83,623.29873994949
16,gb,gr,1730,57509240.0,1179713014951.83,10478389.0,116224672863.783,2539.9738030826825
17,de,gr,1723,80205024.0,2131571696931.75,10478389.0,116224672863.783,1655.182247503806
18,fr,gr,1601,56864048.0,1401465923172.24,10478389.0,116224672863.783,2185.219582997988
19,dk,gb,1518,5175466.0,152914810032.913,57509240.0,1179713014951.83,847.8216336734824
20,it,nl,1425,56833184.0,1320161644933.23,15150688.0,362962872180.451,1171.8227822573015
21,de,dk,1404,80205024.0,2131571696931.75,5175466.0,152914810032.913,549.3944741316133
22,gr,it,1283,10478389.0,116224672863.783,56833184.0,1320161644933.23,979.7748706125544
23,fr,pt,1257,56864048.0,1401465923172.24,9978745.0,107592098307.098,536.6181849537082
24,gb,pt,1240,57509240.0,1179713014951.83,9978745.0,107592098307.098,1635.3833045770514
25,dk,fr,1158,5175466.0,152914810032.913,56864048.0,1401465923172.24,1768.5804081542167
26,de,se,1150,80205024.0,2131571696931.75,8640277.0,284319488252.297,1354.2464400363774
27,es,nl,1141,39202248.0,630916018202.503,15150688.0,362962872180.451,1500.1613611392168
28,be,it,1083,10016455.0,234781652446.675,56833184.0,1320161644933.23,1050.3259523417403
29,gb,ie,1082,57509240.0,1179713014951.83,3528370.0,55918538121.3989,351.37931512159327
30,de,pt,1075,80205024.0,2131571696931.75,9978745.0,107592098307.098,1913.165833841426
31,gb,se,1071,57509240.0,1179713014951.83,8640277.0,284319488252.297,1498.605473867267
32,fr,se,1016,56864048.0,1401465923172.24,8640277.0,284319488252.297,2596.6314187525427
33,be,nl,957,10016455.0,234781652446.675,15150688.0,362962872180.451,194.2491501478652
34,de,ie,871,80205024.0,2131571696931.75,3528370.0,55918538121.3989,1269.1892614643907
35,fr,ie,849,56864048.0,1401465923172.24,3528370.0,55918538121.3989,1251.53956437681
36,es,gr,843,39202248.0,630916018202.503,10478389.0,116224672863.783,2254.706342610381
37,it,pt,831,56833184.0,1320161644933.23,9978745.0,107592098307.098,1724.8599773534247
38,be,es,793,10016455.0,234781652446.675,39202248.0,630916018202.503,1310.3594821587585
39,es,pt,791,39202248.0,630916018202.503,9978745.0,107592098307.098,387.25834196977047
40,dk,nl,758,5175466.0,152914810032.913,15150688.0,362962872180.451,506.5689307796173
41,ch,de,744,6873188.0,279917776400.299,80205024.0,2131571696931.75,508.2845729931309
42,ch,fr,727,6873188.0,279917776400.299,56864048.0,1401465923172.24,995.1778337097365
43,gr,nl,694,10478389.0,116224672863.783,15150688.0,362962872180.451,1979.8389490502284
44,dk,it,669,5175466.0,152914810032.913,56833184.0,1320161644933.23,1489.4857087600647
45,ch,gb,597,6873188.0,279917776400.299,57509240.0,1179713014951.83,1110.0249104069546
46,gb,no,583,57509240.0,1179713014951.83,4286560.0,130838022522.86,1940.4996219682073
47,nl,se,548,15150688.0,362962872180.451,8640277.0,284319488252.297,1341.503972389388
48,ie,it,548,3528370.0,55918538121.3989,56833184.0,1320161644933.23,1888.592138258894
49,de,fi,546,80205024.0,2131571696931.75,5042120.0,112532519246.084,1753.2457080800953
50,it,se,536,56833184.0,1320161644933.23,8640277.0,284319488252.297,2251.156661879422
51,nl,pt,521,15150688.0,362962872180.451,9978745.0,107592098307.098,1750.9539813426293
52,dk,es,510,5175466.0,152914810032.913,39202248.0,630916018202.503,2006.65322255761
53,be,gr,487,10016455.0,234781652446.675,10478389.0,116224672863.783,1917.4654700249998
54,de,no,480,80205024.0,2131571696931.75,4286560.0,130838022522.86,2026.7475422489874
55,ie,nl,477,3528370.0,55918538121.3989,15150688.0,362962872180.451,917.1765274618546
56,fi,gb,464,5042120.0,112532519246.084,57509240.0,1179713014951.83,2007.7425784892791
57,fr,no,464,56864048.0,1401465923172.24,4286560.0,130838022522.86,3157.008644085638
58,ch,it,455,6873188.0,279917776400.299,56833184.0,1320161644933.23,550.2897278210395
59,gr,pt,445,10478389.0,116224672863.783,9978745.0,107592098307.098,2640.4709204541164
60,es,ie,440,39202248.0,630916018202.503,3528370.0,55918538121.3989,1464.7001895507544
61,at,de,426,7840816.0,195078126721.763,80205024.0,2131571696931.75,478.2956358455796
62,fi,fr,409,5042120.0,112532519246.084,56864048.0,1401465923172.24,3065.3718042421074
63,be,pt,390,10016455.0,234781652446.675,9978745.0,107592098307.098,1572.5485048873797
64,be,dk,383,10016455.0,234781652446.675,5175466.0,152914810032.913,697.4074089617403
