,source,target,weight,population_1,gdp_1,population_2,gdp_2,distance
96,ch,ie,57,6646209.0,208102666687.042,3483316.0,39238392677.7542,1352.925412679418
97,be,no,55,9937168.0,164221056511.057,4227072.0,102633934390.615,2141.92825863695
98,no,se,53,4227072.0,102633934390.615,8504982.0,217949132622.507,709.3732261741782
99,fi,gr,53,4964482.0,119012054870.445,10211975.0,79169043222.8284,2839.382187596408
100,at,it,49,7619393.0,133105805512.22,56711524.0,928661332204.347,561.373522834273
101,dk,no,48,5133937.0,112409606609.965,4227072.0,102633934390.615,1485.725835019941
102,fi,ie,45,4964482.0,119012054870.445,3483316.0,39238392677.7542,2300.945655101341
103,de,lu,41,78916440.0,1398967436804.33,376960.0,10037674037.674,342.62431091712307
104,fr,lu,41,56169944.0,1025211803413.53,376960.0,10037674037.674,1059.8772188727976
105,ch,fi,39,6646209.0,208102666687.042,4964482.0,119012054870.445,2258.717709107958
106,gr,no,34,10211975.0,79169043222.8284,4227072.0,102633934390.615,3377.138089347943
107,be,lu,33,9937168.0,164221056511.057,376960.0,10037674037.674,139.6193023601204
108,at,nl,29,7619393.0,133105805512.22,14850230.0,258336705808.999,804.785032679177
109,at,es,26,7619393.0,133105805512.22,38847320.0,414757056921.996,1627.5051615493064
110,it,lu,25,56711524.0,928661332204.347,376960.0,10037674037.674,912.8708683961955
111,fi,no,25,4964482.0,119012054870.445,4227072.0,102633934390.615,699.4556011010353
112,gb,lu,21,57076096.0,926926143222.19,376960.0,10037674037.674,762.308075345759
113,at,be,21,7619393.0,133105805512.22,9937168.0,164221056511.057,770.1652991039201
114,ch,no,20,6646209.0,208102666687.042,4227072.0,102633934390.615,2524.3063357267333
115,lu,nl,19,376960.0,10037674037.674,14850230.0,258336705808.999,283.5773545002537
116,es,lu,17,38847320.0,414757056921.996,376960.0,10037674037.674,1288.0668980859127
117,no,pt,17,4227072.0,102633934390.615,10020318.0,60594092182.3275,3570.9162907956274
118,at,gr,16,7619393.0,133105805512.22,10211975.0,79169043222.8284,1178.6464858296238
119,dk,lu,13,5133937.0,112409606609.965,376960.0,10037674037.674,748.3454684123773
120,at,ie,12,7619393.0,133105805512.22,3483316.0,39238392677.7542,1679.58532474459
121,ie,no,12,3483316.0,39238392677.7542,4227072.0,102633934390.615,2153.141414353669
122,at,pt,11,7619393.0,133105805512.22,10020318.0,60594092182.3275,1984.6057029921328
123,at,se,11,7619393.0,133105805512.22,8504982.0,217949132622.507,1699.1335691277736
124,ie,lu,11,3483316.0,39238392677.7542,376960.0,10037674037.674,1040.5710037354838
125,lu,pt,11,376960.0,10037674037.674,10020318.0,60594092182.3275,1576.9509146178095
126,gr,lu,10,10211975.0,79169043222.8284,376960.0,10037674037.674,1779.7905260375348
127,at,dk,10,7619393.0,133105805512.22,5133937.0,112409606609.965,983.2647818217572
128,ch,lu,9,6646209.0,208102666687.042,376960.0,10037674037.674,367.2418712534625
129,lu,se,8,376960.0,10037674037.674,8504982.0,217949132622.507,1589.973409807028
130,at,no,6,7619393.0,133105805512.22,4227072.0,102633934390.615,2400.6528678040786
131,de,li,4,78916440.0,1398967436804.33,28382.0,1120000000.0,447.5292531484551
132,fr,is,4,56169944.0,1025211803413.53,253054.0,5672570277.78609,2707.773036043422
133,at,ch,4,7619393.0,133105805512.22,6646209.0,208102666687.042,460.45059025016826
134,fi,lu,3,4964482.0,119012054870.445,376960.0,10037674037.674,2029.2219902289112
135,is,it,3,253054.0,5672570277.78609,56711524.0,928661332204.347,3143.728886405653
136,gr,is,2,10211975.0,79169043222.8284,253054.0,5672570277.78609,3926.285988817425
137,gb,is,2,57076096.0,926926143222.19,253054.0,5672570277.78609,1526.097300117121
138,at,fi,2,7619393.0,133105805512.22,4964482.0,119012054870.445,2018.6126135123654
139,de,is,2,78916440.0,1398967436804.33,253054.0,5672570277.78609,2274.44135787722
140,fr,li,2,56169944.0,1025211803413.53,28382.0,1120000000.0,1095.3588128928268
141,is,se,2,253054.0,5672570277.78609,8504982.0,217949132622.507,1728.3375609667983
142,be,is,1,9937168.0,164221056511.057,253054.0,5672570277.78609,2096.032290940102
143,is,pt,1,253054.0,5672570277.78609,10020318.0,60594092182.3275,2913.836411001334
144,li,nl,1,28382.0,1120000000.0,14850230.0,258336705808.999,633.8400570326108
145,es,li,1,38847320.0,414757056921.996,28382.0,1120000000.0,1285.0199570527222
146,it,li,1,56711524.0,928661332204.347,28382.0,1120000000.0,538.0490055869844
