,source,target,weight,population_1,gdp_1,population_2,gdp_2,distance
0,de,gb,10613,81300864.0,2497244606186.64,58078584.0,1421711933486.21,942.4486012041631
1,de,fr,10318,81300864.0,2497244606186.64,57623180.0,1605675086549.56,1388.8423808022078
2,fr,gb,10212,57623180.0,1605675086549.56,58078584.0,1421711933486.21,1273.6202599845476
3,fr,it,7213,57623180.0,1605675086549.56,56898972.0,1312426527795.21,1231.1327126024544
4,gb,it,6934,58078584.0,1421711933486.21,56898972.0,1312426527795.21,1659.5551553181333
5,de,it,6918,81300864.0,2497244606186.64,56898972.0,1312426527795.21,942.4105590819394
6,gb,nl,5619,58078584.0,1421711933486.21,15538617.0,450490196078.431,587.9855253968492
7,de,nl,5307,81300864.0,2497244606186.64,15538617.0,450490196078.431,354.5455728579468
8,es,gb,4865,39996476.0,642588992512.807,58078584.0,1421711933486.21,1509.2765304449847
9,es,fr,4794,39996476.0,642588992512.807,57623180.0,1605675086549.56,242.59590332635463
10,de,es,4365,81300864.0,2497244606186.64,39996476.0,642588992512.807,1609.5494803163838
11,fr,nl,3888,57623180.0,1605675086549.56,15538617.0,450490196078.431,1262.0464963514944
12,es,it,3885,39996476.0,642588992512.807,56898972.0,1312426527795.21,1339.4003074317754
13,gb,se,3448,58078584.0,1421711933486.21,8785493.0,291745732990.835,1498.605473867267
14,be,fr,3267,10123230.0,279201433224.756,57623180.0,1605675086549.56,1074.0442574898536
15,de,se,3235,81300864.0,2497244606186.64,8785493.0,291745732990.835,1354.2464400363774
16,be,de,3163,10123230.0,279201433224.756,81300864.0,2497244606186.64,405.0317562925552
17,be,gb,3048,10123230.0,279201433224.756,58078584.0,1421711933486.21,623.29873994949
18,gb,gr,2783,58078584.0,1421711933486.21,10803809.0,145861612400.906,2539.9738030826825
19,it,nl,2598,56898972.0,1312426527795.21,15538617.0,450490196078.431,1171.8227822573015
20,dk,gb,2386,5256002.0,187633263192.748,58078584.0,1421711933486.21,847.8216336734824
21,gr,it,2357,10803809.0,145861612400.906,56898972.0,1312426527795.21,979.7748706125544
22,fr,se,2349,57623180.0,1605675086549.56,8785493.0,291745732990.835,2596.6314187525427
23,de,gr,2324,81300864.0,2497244606186.64,10803809.0,145861612400.906,1655.182247503806
24,fr,gr,2196,57623180.0,1605675086549.56,10803809.0,145861612400.906,2185.219582997988
25,at,de,2142,7958043.0,237250948791.266,81300864.0,2497244606186.64,478.2956358455796
26,de,dk,2047,81300864.0,2497244606186.64,5256002.0,187633263192.748,549.3944741316133
27,de,fi,2036,81300864.0,2497244606186.64,5124717.0,132129174216.93,1753.2457080800953
28,gb,pt,2017,58078584.0,1421711933486.21,10087653.0,122630089680.27,1635.3833045770514
29,gb,ie,1995,58078584.0,1421711933486.21,3606725.0,75790786290.3226,351.37931512159327
30,be,nl,1844,10123230.0,279201433224.756,15538617.0,450490196078.431,194.2491501478652
31,be,it,1821,10123230.0,279201433224.756,56898972.0,1312426527795.21,1050.3259523417403
32,es,nl,1804,39996476.0,642588992512.807,15538617.0,450490196078.431,1500.1613611392168
33,fi,gb,1796,5124717.0,132129174216.93,58078584.0,1421711933486.21,2007.7425784892791
34,it,se,1715,56898972.0,1312426527795.21,8785493.0,291745732990.835,2251.156661879422
35,fr,pt,1692,57623180.0,1605675086549.56,10087653.0,122630089680.27,536.6181849537082
36,ch,de,1685,7069694.0,340101207919.03,81300864.0,2497244606186.64,508.2845729931309
37,gb,no,1683,58078584.0,1421711933486.21,4381511.0,163519897878.102,1940.4996219682073
