,source,target,weight,population_1,gdp_1,population_2,gdp_2,distance
28,gb,nl,5827,68350000.0,3234504400000.0,17877120.0,917196700000.0,587.9855253968492
29,at,it,5684,9131760.0,423156300000.0,58993470.0,2010974800000.0,561.373522834273
30,es,se,5634,48347910.0,1381292200000.0,10536630.0,573717500000.0,2837.238370246114
31,de,fi,5555,83280000.0,3692367000000.0,5583910.0,254562200000.0,1753.2457080800953
32,at,fr,5437,9131760.0,423156300000.0,68287490.0,2671234800000.0,1449.4838192116947
33,it,pt,5268,58993470.0,2010974800000.0,10578170.0,235813110000.0,1724.8599773534247
34,ch,es,5119,8888090.0,795978200000.0,48347910.0,1381292200000.0,1185.8128841009989
35,it,se,5050,58993470.0,2010974800000.0,10536630.0,573717500000.0,2251.156661879422
36,ch,fr,5033,8888090.0,795978200000.0,68287490.0,2671234800000.0,995.1778337097365
37,de,pt,5010,83280000.0,3692367000000.0,10578170.0,235813110000.0,1913.165833841426
38,es,fi,5008,48347910.0,1381292200000.0,5583910.0,254562200000.0,3303.053846396287
39,be,gr,5008,11787420.0,527263730000.0,10405590.0,219965720000.0,1917.4654700249998
40,fr,se,4962,68287490.0,2671234800000.0,10536630.0,573717500000.0,2596.6314187525427
41,fr,pt,4892,68287490.0,2671234800000.0,10578170.0,235813110000.0,536.6181849537082
42,ch,it,4806,8888090.0,795978200000.0,58993470.0,2010974800000.0,550.2897278210395
43,be,gb,4678,11787420.0,527263730000.0,68350000.0,3234504400000.0,623.29873994949
44,de,dk,4577,83280000.0,3692367000000.0,5946950.0,364524270000.0,549.3944741316133
45,es,pl,4474,48347910.0,1381292200000.0,36687350.0,638035030000.0,2185.7038247340233
46,fi,fr,4417,5583910.0,254562200000.0,68287490.0,2671234800000.0,3065.3718042421074
47,dk,es,4331,5946950.0,364524270000.0,48347910.0,1381292200000.0,2006.65322255761
48,fi,it,4314,5583910.0,254562200000.0,58993470.0,2010974800000.0,2579.966682824664
49,es,no,4300,48347910.0,1381292200000.0,5519590.0,435564050000.0,3399.5412205569487
50,gr,nl,4220,10405590.0,219965720000.0,17877120.0,917196700000.0,1979.8389490502284
51,de,no,4208,83280000.0,3692367000000.0,5519590.0,435564050000.0,2026.7475422489874
52,at,nl,3982,9131760.0,423156300000.0,17877120.0,917196700000.0,804.785032679177
53,de,pl,3894,83280000.0,3692367000000.0,36687350.0,638035030000.0,634.2744654511525
54,it,pl,3826,58993470.0,2010974800000.0,36687350.0,638035030000.0,1175.0432561355217
55,fr,pl,3769,68287490.0,2671234800000.0,36687350.0,638035030000.0,1981.377644169354
56,dk,it,3671,5946950.0,364524270000.0,58993470.0,2010974800000.0,1489.4857087600647
57,fr,no,3671,68287490.0,2671234800000.0,5519590.0,435564050000.0,3157.008644085638
58,ch,nl,3664,8888090.0,795978200000.0,17877120.0,917196700000.0,640.7531203760018
59,gb,gr,3573,68350000.0,3234504400000.0,10405590.0,219965720000.0,2539.9738030826825
60,es,ie,3567,48347910.0,1381292200000.0,5307600.0,486429700000.0,1464.7001895507544
61,dk,fr,3562,5946950.0,364524270000.0,68287490.0,2671234800000.0,1768.5804081542167
62,nl,se,3440,17877120.0,917196700000.0,10536630.0,573717500000.0,1341.503972389388
63,cz,de,3436,10864040.0,219949660000.0,83280000.0,3692367000000.0,388.8128793082555
64,it,no,3381,58993470.0,2010974800000.0,5519590.0,435564050000.0,2946.1811942382983
65,fi,nl,3227,5583910.0,254562200000.0,17877120.0,917196700000.0,1803.3265337969435
66,at,be,3141,9131760.0,423156300000.0,11787420.0,527263730000.0,770.1652991039201
67,be,pt,3091,11787420.0,527263730000.0,10578170.0,235813110000.0,1572.5485048873797
68,gr,pt,3067,10405590.0,219965720000.0,10578170.0,235813110000.0,2640.4709204541164
69,be,fi,2983,11787420.0,527263730000.0,5583910.0,254562200000.0,1992.834751443674
70,be,se,2965,11787420.0,527263730000.0,10536630.0,573717500000.0,1535.0725257356048
71,cz,fr,2923,10864040.0,219949660000.0,68287490.0,2671234800000.0,1619.4205202087417
72,nl,pt,2900,17877120.0,917196700000.0,10578170.0,235813110000.0,1750.9539813426293
73,dk,nl,2854,5946950.0,364524270000.0,17877120.0,917196700000.0,506.5689307796173
74,it,si,2810,58993470.0,2010974800000.0,2120460.0,54514655000.0,436.03233455749205
75,de,ie,2777,83280000.0,3692367000000.0,5307600.0,486429700000.0,1269.1892614643907
76,be,ch,2745,11787420.0,527263730000.0,8888090.0,795978200000.0,501.92555004904534
77,ie,it,2728,5307600.0,486429700000.0,58993470.0,2010974800000.0,1888.592138258894
78,cz,es,2715,10864040.0,219949660000.0,48347910.0,1381292200000.0,1815.2351246103747
79,cz,it,2708,10864040.0,219949660000.0,58993470.0,2010974800000.0,818.4703085584517
80,es,si,2708,48347910.0,1381292200000.0,2120460.0,54514655000.0,1633.118940205925
81,ch,gb,2665,8888090.0,795978200000.0,68350000.0,3234504400000.0,1110.0249104069546
82,be,dk,2624,11787420.0,527263730000.0,5946950.0,364524270000.0,697.4074089617403
83,es,ro,2614,48347910.0,1381292200000.0,19059480.0,236318490000.0,2389.975901781604
84,cy,gr,2603,1344980.0,29983720000.0,10405590.0,219965720000.0,1027.2993945708693
85,it,ro,2512,58993470.0,2010974800000.0,19059480.0,236318490000.0,1076.8568302019182
86,nl,no,2487,17877120.0,917196700000.0,5519590.0,435564050000.0,1949.4010891833414
87,ch,gr,2460,8888090.0,795978200000.0,10405590.0,219965720000.0,1464.9158448394967
88,fr,ie,2444,68287490.0,2671234800000.0,5307600.0,486429700000.0,1251.53956437681
89,gb,se,2439,68350000.0,3234504400000.0,10536630.0,573717500000.0,1498.605473867267
90,at,gr,2369,9131760.0,423156300000.0,10405590.0,219965720000.0,1178.6464858296238
91,be,no,2354,11787420.0,527263730000.0,5519590.0,435564050000.0,2141.92825863695
92,gb,pt,2273,68350000.0,3234504400000.0,10578170.0,235813110000.0,1635.3833045770514
93,at,gb,2261,9131760.0,423156300000.0,68350000.0,3234504400000.0,1379.7666409854282
94,de,si,2230,83280000.0,3692367000000.0,2120460.0,54514655000.0,653.6411891918916
95,nl,pl,2173,17877120.0,917196700000.0,36687350.0,638035030000.0,941.6686897823402
96,fi,se,2159,5583910.0,254562200000.0,10536630.0,573717500000.0,511.63149110280153
97,fi,gr,2136,5583910.0,254562200000.0,10405590.0,219965720000.0,2839.382187596408
98,fi,gb,2095,5583910.0,254562200000.0,68350000.0,3234504400000.0,2007.7425784892791
99,de,ro,2062,83280000.0,3692367000000.0,19059480.0,236318490000.0,1228.739634262319
100,gb,no,2050,68350000.0,3234504400000.0,5519590.0,435564050000.0,1940.4996219682073
101,dk,gb,2047,5946950.0,364524270000.0,68350000.0,3234504400000.0,847.8216336734824
102,at,se,2039,9131760.0,423156300000.0,10536630.0,573717500000.0,1699.1335691277736
103,fr,ro,2004,68287490.0,2671234800000.0,19059480.0,236318490000.0,2245.3331328714926
104,de,hu,1988,83280000.0,3692367000000.0,9592190.0,156187930000.0,792.1106376219155
105,ie,nl,1970,5307600.0,486429700000.0,17877120.0,917196700000.0,917.1765274618546
106,gr,se,1952,10405590.0,219965720000.0,10536630.0,573717500000.0,2673.4895293811896
107,be,pl,1948,11787420.0,527263730000.0,36687350.0,638035030000.0,1036.6512713434295
108,es,hu,1943,48347910.0,1381292200000.0,9592190.0,156187930000.0,1990.8278060044763
109,gr,no,1912,10405590.0,219965720000.0,5519590.0,435564050000.0,3377.138089347943
110,cy,es,1900,1344980.0,29983720000.0,48347910.0,1381292200000.0,3267.647042577648
111,be,ie,1868,11787420.0,527263730000.0,5307600.0,486429700000.0,909.4383852617077
112,fr,si,1854,68287490.0,2671234800000.0,2120460.0,54514655000.0,1475.3768132631892
113,at,fi,1752,9131760.0,423156300000.0,5583910.0,254562200000.0,2018.6126135123654
114,cz,nl,1712,10864040.0,219949660000.0,17877120.0,917196700000.0,743.195926803534
115,gr,pl,1707,10405590.0,219965720000.0,36687350.0,638035030000.0,1477.6123225213632
116,dk,gr,1695,5946950.0,364524270000.0,10405590.0,219965720000.0,2114.5938520145705
117,gb,ie,1693,68350000.0,3234504400000.0,5307600.0,486429700000.0,351.37931512159327
118,cy,it,1677,1344980.0,29983720000.0,58993470.0,2010974800000.0,2005.469003527473
119,gr,ro,1669,10405590.0,219965720000.0,19059480.0,236318490000.0,776.0543677959607
120,gr,ie,1639,10405590.0,219965720000.0,5307600.0,486429700000.0,2812.5080905283576
121,be,cz,1633,11787420.0,527263730000.0,10864040.0,219949660000.0,773.0475704670232
122,at,ch,1627,9131760.0,423156300000.0,8888090.0,795978200000.0,460.45059025016826
123,hu,it,1619,9592190.0,156187930000.0,58993470.0,2010974800000.0,753.4106851402055
124,fi,pt,1605,5583910.0,254562200000.0,10578170.0,235813110000.0,3543.738172908713
125,fr,hu,1571,68287490.0,2671234800000.0,9592190.0,156187930000.0,1828.2566887188937
126,gr,si,1552,10405590.0,219965720000.0,2120460.0,54514655000.0,1010.2549189430244
127,gb,pl,1521,68350000.0,3234504400000.0,36687350.0,638035030000.0,1493.6348731350338
128,dk,se,1521,5946950.0,364524270000.0,10536630.0,573717500000.0,841.8431608611351
129,no,se,1502,5519590.0,435564050000.0,10536630.0,573717500000.0,709.3732261741782
130,fi,no,1497,5583910.0,254562200000.0,5519590.0,435564050000.0,699.4556011010353
131,ch,se,1479,8888090.0,795978200000.0,10536630.0,573717500000.0,1860.987124765351
132,dk,pt,1472,5946950.0,364524270000.0,10578170.0,235813110000.0,2252.195071609549
133,no,pt,1463,5519590.0,435564050000.0,10578170.0,235813110000.0,3570.9162907956274
134,dk,no,1459,5946950.0,364524270000.0,5519590.0,435564050000.0,1485.725835019941
135,cz,gb,1454,10864040.0,219949660000.0,68350000.0,3234504400000.0,1330.7825395129942
136,at,pl,1443,9131760.0,423156300000.0,36687350.0,638035030000.0,628.862947477918
137,cy,de,1434,1344980.0,29983720000.0,83280000.0,3692367000000.0,2565.9765995721086
138,at,pt,1426,9131760.0,423156300000.0,10578170.0,235813110000.0,1984.6057029921328
139,be,si,1393,11787420.0,527263730000.0,2120460.0,54514655000.0,916.2236784776874
140,pt,se,1388,10578170.0,235813110000.0,10536630.0,573717500000.0,3058.789898593258
141,ch,fi,1375,8888090.0,795978200000.0,5583910.0,254562200000.0,2258.717709107958
142,bg,es,1371,6446600.0,63302824000.0,48347910.0,1381292200000.0,2406.7973150334005
143,ee,es,1367,1370290.0,27574843000.0,48347910.0,1381292200000.0,2903.898516150555
144,be,ro,1345,11787420.0,527263730000.0,19059480.0,236318490000.0,1597.1325119068965
145,hr,it,1336,3859690.0,66182676000.0,58993470.0,2010974800000.0,435.5719711090006
146,at,dk,1322,9131760.0,423156300000.0,5946950.0,364524270000.0,983.2647818217572
147,dk,fi,1307,5946950.0,364524270000.0,5583910.0,254562200000.0,1296.8086419683777
148,bg,it,1241,6446600.0,63302824000.0,58993470.0,2010974800000.0,1067.6626539855301
149,de,hr,1240,83280000.0,3692367000000.0,3859690.0,66182676000.0,824.875675357486
150,ch,pt,1233,8888090.0,795978200000.0,10578170.0,235813110000.0,1531.692264794122
151,at,cz,1225,9131760.0,423156300000.0,10864040.0,219949660000.0,257.5705731582407
152,es,lt,1217,48347910.0,1381292200000.0,2871590.0,53657150000.0,2615.604914613606
153,ee,it,1215,1370290.0,27574843000.0,58993470.0,2010974800000.0,2006.121052300665
154,pl,se,1191,36687350.0,638035030000.0,10536630.0,573717500000.0,1198.3765227038828
155,es,hr,1189,48347910.0,1381292200000.0,3859690.0,66182676000.0,1728.2368205437267
156,pl,pt,1157,36687350.0,638035030000.0,10578170.0,235813110000.0,2515.2542679429575
157,ch,dk,1140,8888090.0,795978200000.0,5946950.0,364524270000.0,1038.717753881392
158,hu,nl,1140,9592190.0,156187930000.0,17877120.0,917196700000.0,1144.9857997673141
159,fr,hr,1131,68287490.0,2671234800000.0,3859690.0,66182676000.0,1587.7683276687255
160,at,no,1130,9131760.0,423156300000.0,5519590.0,435564050000.0,2400.6528678040786
161,nl,ro,1129,17877120.0,917196700000.0,19059480.0,236318490000.0,1583.2746226433953
162,nl,si,1123,17877120.0,917196700000.0,2120460.0,54514655000.0,969.5935163505319
163,de,ee,1123,83280000.0,3692367000000.0,1370290.0,27574843000.0,1295.6649926716086
164,es,sk,1119,48347910.0,1381292200000.0,5426740.0,104403760000.0,2049.0084220799854
165,be,hu,1111,11787420.0,527263730000.0,9592190.0,156187930000.0,1146.5174159396413
166,fi,pl,1107,5583910.0,254562200000.0,36687350.0,638035030000.0,1432.360163745153
167,ie,pt,1102,5307600.0,486429700000.0,10578170.0,235813110000.0,1505.8248248300097
168,cz,gr,1088,10864040.0,219949660000.0,10405590.0,219965720000.0,1325.783345939188
169,es,lu,1086,48347910.0,1381292200000.0,666430.0,70870010000.0,1288.0668980859127
170,at,ro,1081,9131760.0,423156300000.0,19059480.0,236318490000.0,852.4469686765824
171,bg,de,1061,6446600.0,63302824000.0,83280000.0,3692367000000.0,1463.552186022501
172,ch,no,1055,8888090.0,795978200000.0,5519590.0,435564050000.0,2524.3063357267333
173,it,lt,1054,58993470.0,2010974800000.0,2871590.0,53657150000.0,1632.1542527675
174,de,sk,1054,83280000.0,3692367000000.0,5426740.0,104403760000.0,713.399583580532
175,de,lt,1049,83280000.0,3692367000000.0,2871590.0,53657150000.0,1016.5063769685202
176,cy,fr,1014,1344980.0,29983720000.0,68287490.0,2671234800000.0,3209.440184411283
177,gb,si,983,68350000.0,3234504400000.0,2120460.0,54514655000.0,1534.7517265650026
178,de,lu,963,83280000.0,3692367000000.0,666430.0,70870010000.0,342.62431091712307
179,bg,gr,958,6446600.0,63302824000.0,10405590.0,219965720000.0,459.3832777877987
180,fr,sk,949,68287490.0,2671234800000.0,5426740.0,104403760000.0,1871.6852911254466
181,bg,fr,947,6446600.0,63302824000.0,68287490.0,2671234800000.0,2293.0781496128006
182,cz,se,939,10864040.0,219949660000.0,10536630.0,573717500000.0,1453.5547132743764
183,cz,fi,928,10864040.0,219949660000.0,5583910.0,254562200000.0,1761.641060002383
184,ee,fr,898,1370290.0,27574843000.0,68287490.0,2671234800000.0,2678.934165031197
185,be,ee,892,11787420.0,527263730000.0,1370290.0,27574843000.0,1623.6952645101921
186,be,cy,891,11787420.0,527263730000.0,1344980.0,29983720000.0,2882.451086682032
187,it,sk,889,58993470.0,2010974800000.0,5426740.0,104403760000.0,876.5551737606539
188,ee,fi,876,1370290.0,27574843000.0,5583910.0,254562200000.0,653.3919984437767
189,gr,lu,875,10405590.0,219965720000.0,666430.0,70870010000.0,1779.7905260375348
190,at,si,874,9131760.0,423156300000.0,2120460.0,54514655000.0,178.04634085007402
191,es,lv,871,48347910.0,1381292200000.0,1877440.0,31360657000.0,2749.1635548708846
192,fr,lt,855,68287490.0,2671234800000.0,2871590.0,53657150000.0,2401.4899917234225
193,it,lu,852,58993470.0,2010974800000.0,666430.0,70870010000.0,912.8708683961955
194,gb,ro,844,68350000.0,3234504400000.0,19059480.0,236318490000.0,2171.0087753494013
195,ch,pl,840,8888090.0,795978200000.0,36687350.0,638035030000.0,1004.6841497107471
196,pt,ro,832,10578170.0,235813110000.0,19059480.0,236318490000.0,2767.332720675913
197,at,hu,820,9131760.0,423156300000.0,9592190.0,156187930000.0,401.1959070314668
198,dk,pl,820,5946950.0,364524270000.0,36687350.0,638035030000.0,754.4658712211889
199,ch,cz,805,8888090.0,795978200000.0,10864040.0,219949660000.0,629.5731400152853
200,ch,ie,802,8888090.0,795978200000.0,5307600.0,486429700000.0,1352.925412679418
201,no,pl,799,5519590.0,435564050000.0,36687350.0,638035030000.0,1905.800711118256
202,it,lv,794,58993470.0,2010974800000.0,1877440.0,31360657000.0,1804.4158387582938
203,fi,ie,792,5583910.0,254562200000.0,5307600.0,486429700000.0,2300.945655101341
204,at,ie,791,9131760.0,423156300000.0,5307600.0,486429700000.0,1679.58532474459
205,be,lt,791,11787420.0,527263730000.0,2871590.0,53657150000.0,1389.675531499168
206,cz,pt,790,10864040.0,219949660000.0,10578170.0,235813110000.0,2155.705916065235
207,cz,pl,786,10864040.0,219949660000.0,36687350.0,638035030000.0,384.26146250626795
208,fr,lv,784,68287490.0,2671234800000.0,1877440.0,31360657000.0,2529.7012730165743
209,dk,ie,783,5946950.0,364524270000.0,5307600.0,486429700000.0,1195.2899968882984
210,gb,hu,776,68350000.0,3234504400000.0,9592190.0,156187930000.0,1732.4109962088514
211,pt,si,772,10578170.0,235813110000.0,2120460.0,54514655000.0,2003.3797327228895
212,de,lv,764,83280000.0,3692367000000.0,1877440.0,31360657000.0,1140.8744547320612
213,ie,se,761,5307600.0,486429700000.0,10536630.0,573717500000.0,1789.3266297829894
214,be,bg,752,11787420.0,527263730000.0,6446600.0,63302824000.0,1795.8234769816563
215,cy,gb,740,1344980.0,29983720000.0,68350000.0,3234504400000.0,3494.17915244856
216,cy,nl,728,1344980.0,29983720000.0,17877120.0,917196700000.0,2913.0513317199197
217,gr,hu,727,10405590.0,219965720000.0,9592190.0,156187930000.0,943.8215983008109
218,be,hr,726,11787420.0,527263730000.0,3859690.0,66182676000.0,1092.3235370028603
219,ee,nl,719,1370290.0,27574843000.0,17877120.0,917196700000.0,1457.7753959574097
220,fr,lu,713,68287490.0,2671234800000.0,666430.0,70870010000.0,1059.8772188727976
221,fi,si,687,5583910.0,254562200000.0,2120460.0,54514655000.0,2159.927150639721
222,ie,no,684,5307600.0,486429700000.0,5519590.0,435564050000.0,2153.141414353669
223,gr,lt,678,10405590.0,219965720000.0,2871590.0,53657150000.0,1805.0533461948858
224,gr,hr,673,10405590.0,219965720000.0,3859690.0,66182676000.0,833.895895523304
225,cz,no,652,10864040.0,219949660000.0,5519590.0,435564050000.0,2159.086231487042
226,fi,ro,642,5583910.0,254562200000.0,19059480.0,236318490000.0,2077.3199194773815
227,bg,ro,640,6446600.0,63302824000.0,19059480.0,236318490000.0,345.49339301894014
228,se,si,637,10536630.0,573717500000.0,2120460.0,54514655000.0,1860.3021163576445
229,nl,sk,609,17877120.0,917196700000.0,5426740.0,104403760000.0,1067.0928412536678
230,be,lu,606,11787420.0,527263730000.0,666430.0,70870010000.0,139.6193023601204
231,be,sk,602,11787420.0,527263730000.0,5426740.0,104403760000.0,1096.1560907397152
232,ch,si,591,8888090.0,795978200000.0,2120460.0,54514655000.0,528.943044943679
233,dk,si,588,5946950.0,364524270000.0,2120460.0,54514655000.0,1160.3409721411501
234,cz,dk,585,10864040.0,219949660000.0,5946950.0,364524270000.0,789.7067644903262
235,ee,gr,583,1370290.0,27574843000.0,10405590.0,219965720000.0,2188.3838025479154
236,at,hr,583,9131760.0,423156300000.0,3859690.0,66182676000.0,346.6010533874256
237,cy,pt,576,1344980.0,29983720000.0,10578170.0,235813110000.0,3650.4462165565487
238,hr,nl,576,3859690.0,66182676000.0,17877120.0,917196700000.0,1146.0819782011804
239,lt,nl,570,2871590.0,53657150000.0,17877120.0,917196700000.0,1251.1798349155617
240,bg,nl,569,6446600.0,63302824000.0,17877120.0,917196700000.0,1813.3626221490015
241,hu,se,561,9592190.0,156187930000.0,10536630.0,573717500000.0,1746.457308636757
242,ie,pl,558,5307600.0,486429700000.0,36687350.0,638035030000.0,1840.7528946102418
243,ro,se,547,19059480.0,236318490000.0,10536630.0,573717500000.0,1959.869375624711
244,pl,ro,541,36687350.0,638035030000.0,19059480.0,236318490000.0,811.4124191384166
245,hu,ro,538,9592190.0,156187930000.0,19059480.0,236318490000.0,453.6719458161931
246,be,lv,538,11787420.0,527263730000.0,1877440.0,31360657000.0,1494.159211174665
247,hr,ro,534,3859690.0,66182676000.0,19059480.0,236318490000.0,661.7797440648626
248,lv,nl,522,1877440.0,31360657000.0,17877120.0,917196700000.0,1341.3851318280692
249,ch,ro,512,8888090.0,795978200000.0,19059480.0,236318490000.0,1297.3390893754524
250,at,sk,510,9131760.0,423156300000.0,5426740.0,104403760000.0,422.40557428558964
251,fi,hu,509,5583910.0,254562200000.0,9592190.0,156187930000.0,1971.092508232354
252,hu,pt,508,9592190.0,156187930000.0,10578170.0,235813110000.0,2358.8884830549823
253,cz,sk,502,10864040.0,219949660000.0,5426740.0,104403760000.0,325.370746396042
254,ee,gb,499,1370290.0,27574843000.0,68350000.0,3234504400000.0,1836.6599393771367
255,lu,nl,493,666430.0,70870010000.0,17877120.0,917196700000.0,283.5773545002537
256,hr,pt,487,3859690.0,66182676000.0,10578170.0,235813110000.0,2106.391734363548
257,hr,si,484,3859690.0,66182676000.0,2120460.0,54514655000.0,177.04640864255953
258,ee,se,478,1370290.0,27574843000.0,10536630.0,573717500000.0,683.8680771619948
259,bg,gb,475,6446600.0,63302824000.0,68350000.0,3234504400000.0,2398.1281301459626
260,dk,ee,475,5946950.0,364524270000.0,1370290.0,27574843000.0,999.313203416749
261,ch,cy,474,8888090.0,795978200000.0,1344980.0,29983720000.0,2465.095313998699
262,hu,pl,473,9592190.0,156187930000.0,36687350.0,638035030000.0,550.3743933950998
263,pl,si,472,36687350.0,638035030000.0,2120460.0,54514655000.0,741.600369488613
264,ie,ro,471,5307600.0,486429700000.0,19059480.0,236318490000.0,2495.193576600278
265,cz,ro,461,10864040.0,219949660000.0,19059480.0,236318490000.0,840.2368215947272
266,gr,lv,458,10405590.0,219965720000.0,1877440.0,31360657000.0,1978.6033181066136
267,dk,ro,458,5946950.0,364524270000.0,19059480.0,236318490000.0,1545.7792609799742
268,cz,hu,458,10864040.0,219949660000.0,9592190.0,156187930000.0,412.7387829508766
269,ro,si,453,19059480.0,236318490000.0,2120460.0,54514655000.0,775.2108737490988
270,at,bg,452,9131760.0,423156300000.0,6446600.0,63302824000.0,1025.8905001087312
271,no,si,446,5519590.0,435564050000.0,2120460.0,54514655000.0,2565.068249372228
272,cz,ie,437,10864040.0,219949660000.0,5307600.0,486429700000.0,1657.4655708152075
273,bg,pt,436,6446600.0,63302824000.0,10578170.0,235813110000.0,2792.5143727180484
274,gr,sk,434,10405590.0,219965720000.0,5426740.0,104403760000.0,1103.6426469402065
275,gb,lt,433,68350000.0,3234504400000.0,2871590.0,53657150000.0,1723.7991670497947
276,cz,si,429,10864040.0,219949660000.0,2120460.0,54514655000.0,406.89845980138324
277,ch,hu,423,8888090.0,795978200000.0,9592190.0,156187930000.0,855.3470873430795
278,at,cy,419,9131760.0,423156300000.0,1344980.0,29983720000.0,2114.850595285571
279,ee,pt,398,1370290.0,27574843000.0,10578170.0,235813110000.0,3193.254048568392
280,ee,no,397,1370290.0,27574843000.0,5519590.0,435564050000.0,1273.464307956373
281,no,ro,397,5519590.0,435564050000.0,19059480.0,236318490000.0,2648.9308714682097
282,cy,fi,397,1344980.0,29983720000.0,5583910.0,254562200000.0,3324.1035093428286
283,at,ee,396,9131760.0,423156300000.0,1370290.0,27574843000.0,1453.1436881358125
284,gb,sk,395,68350000.0,3234504400000.0,5426740.0,104403760000.0,1653.7322431527775
285,fi,lt,395,5583910.0,254562200000.0,2871590.0,53657150000.0,1035.2467936966873
286,dk,hu,394,5946950.0,364524270000.0,9592190.0,156187930000.0,1182.360167619676
287,at,lv,393,9131760.0,423156300000.0,1877440.0,31360657000.0,1256.6301981189135
288,gb,hr,391,68350000.0,3234504400000.0,3859690.0,66182676000.0,1711.6177719690006
289,fi,lv,386,5583910.0,254562200000.0,1877440.0,31360657000.0,860.8649291057505
290,at,lt,380,9131760.0,423156300000.0,2871590.0,53657150000.0,1090.0183719682154
291,hu,si,377,9592190.0,156187930000.0,2120460.0,54514655000.0,358.64726496210045
292,gb,lu,369,68350000.0,3234504400000.0,666430.0,70870010000.0,762.308075345759
293,es,mt,366,48347910.0,1381292200000.0,552750.0,18240979000.0,1665.2742652169447
294,it,mt,364,58993470.0,2010974800000.0,552750.0,18240979000.0,827.2811113562019
295,fi,hr,362,5583910.0,254562200000.0,3859690.0,66182676000.0,2250.4508593087035
296,lu,pt,359,666430.0,70870010000.0,10578170.0,235813110000.0,1576.9509146178095
297,lt,se,359,2871590.0,53657150000.0,10536630.0,573717500000.0,935.595329168784
298,cy,ie,357,1344980.0,29983720000.0,5307600.0,486429700000.0,3790.566951057514
299,es,is,354,48347910.0,1381292200000.0,393350.0,23245527000.0,2917.5423555175653
300,bg,fi,340,6446600.0,63302824000.0,5583910.0,254562200000.0,2421.617407550959
301,pt,sk,338,10578170.0,235813110000.0,5426740.0,104403760000.0,2406.988700491564
302,hr,se,337,3859690.0,66182676000.0,10536630.0,573717500000.0,1980.6250930517222
303,lt,pt,336,2871590.0,53657150000.0,10578170.0,235813110000.0,2929.0435368946983
304,ie,si,335,5307600.0,486429700000.0,2120460.0,54514655000.0,1822.7662061037227
305,gr,mt,334,10405590.0,219965720000.0,552750.0,18240979000.0,840.6912376912312
306,hu,no,328,9592190.0,156187930000.0,5519590.0,435564050000.0,2454.9669237325234
307,de,mt,326,83280000.0,3692367000000.0,552750.0,18240979000.0,1767.1604036750848
308,is,it,325,393350.0,23245527000.0,58993470.0,2010974800000.0,3143.728886405653
309,hu,ie,323,9592190.0,156187930000.0,5307600.0,486429700000.0,2049.5799688333614
310,dk,hr,322,5946950.0,364524270000.0,3859690.0,66182676000.0,1315.7613357085863
