,source,target,weight,population_1,gdp_1,population_2,gdp_2,distance
332,hu,lt,55,10202054.0,47218411470.2538,3599639.0,11524776866.6379,952.7447267592679
333,bg,ie,54,8097694.0,13245990274.4581,3768954.0,100207610429.909,2705.0215442384924
334,ee,si,52,1396881.0,5686579747.53524,1984339.0,20289627636.6767,1573.3525965488782
335,ie,ro,51,3768954.0,100207610429.909,21919882.0,37253738081.0669,2495.193576600278
336,cy,pl,50,948238.0,9985844486.33365,38504432.0,172220451786.957,2205.344411304751
337,lt,sk,50,3599639.0,11524776866.6379,5376700.0,29242558796.5507,788.6365535474438
338,at,cy,48,8010425.0,197289625479.906,948238.0,9985844486.33365,2114.850595285571
339,cz,lv,48,10234712.0,61823494487.0363,2392536.0,7958852838.93395,1004.9149141276318
340,lt,ro,48,3599639.0,11524776866.6379,21919882.0,37253738081.0669,1051.345036033669
341,bg,ee,47,8097694.0,13245990274.4581,1396881.0,5686579747.53524,1768.2256574517176
342,ee,sk,47,1396881.0,5686579747.53524,5376700.0,29242558796.5507,1178.7576259412608
343,ch,ee,47,7182052.0,279209007352.669,1396881.0,5686579747.53524,1769.8156292835793
344,es,mt,47,40741652.0,598363313494.903,399212.0,4323339212.2281,1665.2742652169447
345,lv,pt,47,2392536.0,7958852838.93395,10300632.0,118605192877.388,3051.83530668213
346,ee,pt,46,1396881.0,5686579747.53524,10300632.0,118605192877.388,3193.254048568392
347,ie,lt,46,3768954.0,100207610429.909,3599639.0,11524776866.6379,2074.252342681179
348,ee,lt,45,1396881.0,5686579747.53524,3599639.0,11524776866.6379,392.30181541813704
349,gb,mt,45,58850044.0,1666048767079.76,399212.0,4323339212.2281,2444.5342340893353
350,hu,lv,44,10202054.0,47218411470.2538,2392536.0,7958852838.93395,1132.276489105552
351,lt,si,43,3599639.0,11524776866.6379,1984339.0,20289627636.6767,1196.651959988677
352,de,mt,43,81551680.0,1947981991011.77,399212.0,4323339212.2281,1767.1604036750848
353,cy,dk,42,948238.0,9985844486.33365,5340662.0,164157842126.821,2937.884001236754
354,ee,ie,42,1396881.0,5686579747.53524,3768954.0,100207610429.909,2175.3005251584027
355,hr,it,42,4548438.0,22128719418.4376,56966400.0,1146676894209.73,435.5719711090006
356,es,hr,42,40741652.0,598363313494.903,4548438.0,22128719418.4376,1728.2368205437267
357,lv,sk,41,2392536.0,7958852838.93395,5376700.0,29242558796.5507,967.6776159348476
358,cy,se,39,948238.0,9985844486.33365,8871042.0,262834187366.578,3306.814848560097
359,bg,lt,39,8097694.0,13245990274.4581,3599639.0,11524776866.6379,1396.8354114074448
360,cy,fi,39,948238.0,9985844486.33365,5176208.0,126019543413.334,3324.1035093428286
