,source,target,weight,population_1,gdp_1,population_2,gdp_2,distance
55,fr,se,18,55108104.0,1018847043277.17,8389918.0,206988363594.82,2596.6314187525427
56,gb,se,17,56643040.0,910171030657.68,8389918.0,206988363594.82,1498.605473867267
57,dk,se,17,5119453.0,115552417468.553,8389918.0,206988363594.82,841.8431608611351
58,nl,se,16,14515705.0,261910508417.884,8389918.0,206988363594.82,1341.503972389388
59,ch,fr,16,6469830.0,215540625298.982,55108104.0,1018847043277.17,995.1778337097365
60,de,se,13,77638808.0,1401233225303.49,8389918.0,206988363594.82,1354.2464400363774
61,fi,gb,13,4902179.0,109058990760.483,56643040.0,910171030657.68,2007.7425784892791
62,it,se,12,56636468.0,891608957155.608,8389918.0,206988363594.82,2251.156661879422
63,gr,se,12,9840144.0,76261277924.5736,8389918.0,206988363594.82,2673.4895293811896
64,be,se,11,9880540.0,162299103675.261,8389918.0,206988363594.82,1535.0725257356048
65,es,se,11,38471924.0,376160409941.437,8389918.0,206988363594.82,2837.238370246114
66,ie,se,10,3505781.0,37772896220.7559,8389918.0,206988363594.82,1789.3266297829894
67,pt,se,10,9996891.0,56347250696.3788,8389918.0,206988363594.82,3058.789898593258
68,ch,gb,10,6469830.0,215540625298.982,56643040.0,910171030657.68,1110.0249104069546
69,gb,lu,9,56643040.0,910171030657.68,366471.0,9418167855.18376,762.308075345759
70,ch,nl,8,6469830.0,215540625298.982,14515705.0,261910508417.884,640.7531203760018
71,fi,fr,8,4902179.0,109058990760.483,55108104.0,1018847043277.17,3065.3718042421074
72,fr,no,7,55108104.0,1018847043277.17,4152640.0,101900521458.037,3157.008644085638
73,gb,no,7,56643040.0,910171030657.68,4152640.0,101900521458.037,1940.4996219682073
74,fi,se,6,4902179.0,109058990760.483,8389918.0,206988363594.82,511.63149110280153
75,be,lu,5,9880540.0,162299103675.261,366471.0,9418167855.18376,139.6193023601204
76,dk,fi,5,5119453.0,115552417468.553,4902179.0,109058990760.483,1296.8086419683777
77,de,fi,4,77638808.0,1401233225303.49,4902179.0,109058990760.483,1753.2457080800953
78,at,de,4,7562114.0,133339397080.129,77638808.0,1401233225303.49,478.2956358455796
79,fi,nl,4,4902179.0,109058990760.483,14515705.0,261910508417.884,1803.3265337969435
80,at,nl,3,7562114.0,133339397080.129,14515705.0,261910508417.884,804.785032679177
81,it,no,3,56636468.0,891608957155.608,4152640.0,101900521458.037,2946.1811942382983
82,de,lu,3,77638808.0,1401233225303.49,366471.0,9418167855.18376,342.62431091712307
83,at,fr,3,7562114.0,133339397080.129,55108104.0,1018847043277.17,1449.4838192116947
84,fr,lu,3,55108104.0,1018847043277.17,366471.0,9418167855.18376,1059.8772188727976
85,ch,it,3,6469830.0,215540625298.982,56636468.0,891608957155.608,550.2897278210395
86,ch,es,3,6469830.0,215540625298.982,38471924.0,376160409941.437,1185.8128841009989
87,fi,no,2,4902179.0,109058990760.483,4152640.0,101900521458.037,699.4556011010353
88,be,ch,2,9880540.0,162299103675.261,6469830.0,215540625298.982,501.92555004904534
89,de,no,2,77638808.0,1401233225303.49,4152640.0,101900521458.037,2026.7475422489874
90,nl,no,2,14515705.0,261910508417.884,4152640.0,101900521458.037,1949.4010891833414
91,no,pt,2,4152640.0,101900521458.037,9996891.0,56347250696.3788,3570.9162907956274
92,dk,no,2,5119453.0,115552417468.553,4152640.0,101900521458.037,1485.725835019941
93,fi,gr,2,4902179.0,109058990760.483,9840144.0,76261277924.5736,2839.382187596408
94,es,no,2,38471924.0,376160409941.437,4152640.0,101900521458.037,3399.5412205569487
95,at,it,1,7562114.0,133339397080.129,56636468.0,891608957155.608,561.373522834273
96,ch,ie,1,6469830.0,215540625298.982,3505781.0,37772896220.7559,1352.925412679418
97,at,gr,1,7562114.0,133339397080.129,9840144.0,76261277924.5736,1178.6464858296238
98,fi,it,1,4902179.0,109058990760.483,56636468.0,891608957155.608,2579.966682824664
99,ch,de,1,6469830.0,215540625298.982,77638808.0,1401233225303.49,508.2845729931309
100,at,ie,1,7562114.0,133339397080.129,3505781.0,37772896220.7559,1679.58532474459
101,ch,gr,1,6469830.0,215540625298.982,9840144.0,76261277924.5736,1464.9158448394967
102,no,se,1,4152640.0,101900521458.037,8389918.0,206988363594.82,709.3732261741782
103,at,be,1,7562114.0,133339397080.129,9880540.0,162299103675.261,770.1652991039201
104,at,dk,1,7562114.0,133339397080.129,5119453.0,115552417468.553,983.2647818217572
105,at,ch,1,7562114.0,133339397080.129,6469830.0,215540625298.982,460.45059025016826
106,gr,no,1,9840144.0,76261277924.5736,4152640.0,101900521458.037,3377.138089347943
107,be,no,1,9880540.0,162299103675.261,4152640.0,101900521458.037,2141.92825863695
108,es,fi,1,38471924.0,376160409941.437,4902179.0,109058990760.483,3303.053846396287
109,ch,dk,1,6469830.0,215540625298.982,5119453.0,115552417468.553,1038.717753881392
